game_id,season,team_A,team_B,match_type,sets_A,sets_B,win_A,A_pts_total,A_pts_bp,A_pts_balance,A_srv_total,A_srv_errors,A_srv_aces,A_rec_total,A_rec_errors,A_rec_pos_pct,A_rec_perf_pct,A_atk_total,A_atk_errors,A_atk_blocked,A_atk_points,A_atk_success_pct,A_blk_points,B_pts_total,B_pts_bp,B_pts_balance,B_srv_total,B_srv_errors,B_srv_aces,B_rec_total,B_rec_errors,B_rec_pos_pct,B_rec_perf_pct,B_atk_total,B_atk_errors,B_atk_blocked,B_atk_points,B_atk_success_pct,B_blk_points,diff_pts_total,diff_pts_bp,diff_pts_balance,diff_srv_total,diff_srv_errors,diff_srv_aces,diff_rec_total,diff_rec_errors,diff_rec_pos_pct,diff_rec_perf_pct,diff_atk_total,diff_atk_errors,diff_atk_blocked,diff_atk_points,diff_atk_success_pct,diff_blk_points,A_srv_eff,B_srv_eff,diff_srv_eff,A_atk_eff,B_atk_eff,diff_atk_eff,A_blk_share,B_blk_share,diff_blk_share,A_srv_share,B_srv_share,diff_srv_share,A_errors_total,B_errors_total,diff_errors_total,A_scoreboard_points,B_scoreboard_points,match_total_points,A_errors_rate,B_errors_rate,diff_errors_rate,A_rec_quality_gap,B_rec_quality_gap,diff_rec_quality_gap,sets_sum,loser_sets,A_pts_per_set,B_pts_per_set,diff_pts_per_set,A_scoreboard_pts_per_set,B_scoreboard_pts_per_set,diff_scoreboard_pts_per_set,match_avg_points_per_set,A_errors_per_set,B_errors_per_set,diff_errors_per_set,A_srv_success_pct,B_srv_success_pct,diff_srv_success_pct,A_defense_total,B_defense_total,diff_defense_total,A_pts_rolling3,A_errors_rolling3,A_pts_per_set_rolling3,A_errors_per_set_rolling3,B_pts_rolling3,B_errors_rolling3,B_pts_per_set_rolling3,B_errors_per_set_rolling3,diff_pts_rolling3,diff_errors_rolling3,diff_pts_per_set_rolling3,diff_errors_per_set_rolling3,czy_playoff,A_matches_before,A_win_rate_prev,A_win_rate_last5,A_pts_prev_all,A_errors_prev_all,A_atk_eff_prev_all,A_win_streak_prev3,B_matches_before,B_win_rate_prev,B_win_rate_last5,B_pts_prev_all,B_errors_prev_all,B_atk_eff_prev_all,B_win_streak_prev3,diff_matches_before,diff_win_rate_prev,diff_win_rate_last5,diff_pts_prev_all,diff_errors_prev_all,diff_atk_eff_prev_all,diff_win_streak_prev3,h2h_matches_before,h2h_win_rate_A,h2h_last_result_A,h2h_matches_before_all,h2h_win_rate_A_all,h2h_last_result_A_all
6645,2017/2018,Proxima Kraków,BKS Bielsko-Biała,3:2,2,3,0,67,25,67,105,9,6,91,4,42,18,160,10,12,50,31,11,78,26,78,105,14,4,96,6,49,24,169,13,11,62,37,12,-11,-1,-11,0,-5,2,-5,-2,-7,-6,-9,-3,1,-12,-6,-1,0.6666666666666666,0.2857142857142857,0.38095238095238093,0.175,0.22485207100591717,-0.04985207100591718,0.16417910447761194,0.15384615384615385,0.010332950631458088,0.08955223880597014,0.05128205128205128,0.038270187523918864,23,33,-10,100,101,201,0.06460674157303371,0.0891891891891892,-0.02458244761615548,-24,-25,1,5,2,13.4,15.6,-2.1999999999999993,20.0,20.2,-0.1999999999999993,40.2,4.6,6.6,-2.0,5.714285714285714,3.8095238095238098,1.9047619047619047,103,107,-4,62.333333333333336,20.333333333333332,17.083333333333332,5.5,60.0,29.0,15.488888888888889,7.311111111111111,2.3333333333333357,-8.666666666666668,1.5944444444444432,-1.811111111111111,0,19,0.5263157894736842,0.2,59.10526315789474,22.42105263157895,0.1721910679206592,0.3333333333333333,20,0.35,0.4,62.8,25.65,0.18490379897240958,0.3333333333333333,-1,0.1763157894736842,-0.2,-3.6947368421052573,-3.22894736842105,-0.012712731051750387,0.0,1,1.0,1.0,1,1.0,1.0
6646,2017/2018,Muszynianka Muszyna,Legionovia,3:1,3,1,1,63,28,63,88,8,3,73,6,45,22,129,12,9,48,37,12,58,23,58,82,8,6,80,3,45,25,127,13,12,43,34,9,5,5,5,6,0,-3,-7,3,0,-3,2,-1,-3,5,3,3,0.375,0.75,-0.375,0.20930232558139536,0.14173228346456693,0.06757004211682843,0.19047619047619047,0.15517241379310345,0.03530377668308701,0.047619047619047616,0.10344827586206896,-0.05582922824302135,26,24,2,87,84,171,0.0896551724137931,0.08304498269896193,0.006610189714831169,-23,-20,-3,4,1,15.75,14.5,1.25,21.75,21.0,0.75,42.75,6.5,6.0,0.5,3.4090909090909087,7.317073170731707,-3.907982261640798,82,92,-10,55.0,23.0,15.361111111111109,6.222222222222222,47.0,24.666666666666668,13.916666666666666,7.333333333333333,8.0,-1.6666666666666679,1.4444444444444429,-1.1111111111111107,0,20,0.45,0.6,60.6,23.45,0.19288640854504915,0.6666666666666666,20,0.25,0.2,55.8,24.45,0.15810159456152512,0.3333333333333333,0,0.2,0.39999999999999997,4.800000000000004,-1.0,0.03478481398352404,0.3333333333333333,1,1.0,1.0,5,1.0,1.0
6647,2017/2018,PTPS Piła,Pałac Bydgoszcz,3:1,3,1,1,70,32,70,99,5,6,70,3,43,16,109,10,11,48,44,16,65,23,65,83,13,3,94,6,45,13,125,11,16,51,41,11,5,9,5,16,-8,3,-24,-3,-2,3,-16,-1,-5,-3,3,5,1.2,0.23076923076923078,0.9692307692307691,0.24770642201834864,0.192,0.055706422018348634,0.22857142857142856,0.16923076923076924,0.059340659340659324,0.08571428571428572,0.046153846153846156,0.03956043956043956,18,30,-12,100,83,183,0.06474820143884892,0.09933774834437085,-0.034589546905521934,-27,-32,5,4,1,17.5,16.25,1.25,25.0,20.75,4.25,45.75,4.5,7.5,-3.0,6.0606060606060606,3.614457831325301,2.4461482292807597,81,110,-29,64.0,27.666666666666668,16.0,6.916666666666667,62.333333333333336,28.0,14.777777777777777,6.444444444444444,1.6666666666666643,-0.33333333333333215,1.2222222222222232,0.4722222222222232,0,20,0.55,0.6,62.9,22.8,0.20194679439624125,0.3333333333333333,20,0.35,0.2,56.7,23.15,0.177538654900737,0.3333333333333333,0,0.20000000000000007,0.39999999999999997,6.199999999999996,-0.34999999999999787,0.024408139495504244,0.0,1,1.0,1.0,6,0.3333333333333333,1.0
6648,2017/2018,Budowlani Łódź,Pałac Bydgoszcz,3:0,3,0,1,59,25,59,73,11,1,55,4,49,31,88,3,5,50,57,8,43,14,43,59,4,4,62,1,55,43,98,8,8,34,35,5,16,11,16,14,7,-3,-7,3,-6,-12,-10,-5,-3,16,22,3,0.09090909090909091,1.0,-0.9090909090909091,0.4772727272727273,0.1836734693877551,0.2935992578849722,0.13559322033898305,0.11627906976744186,0.01931415057154119,0.01694915254237288,0.09302325581395349,-0.07607410327158061,18,13,5,72,61,133,0.08333333333333333,0.0593607305936073,0.023972602739726026,-18,-12,-6,3,0,19.666666666666668,14.333333333333334,5.333333333333334,24.0,20.333333333333332,3.666666666666668,44.333333333333336,6.0,4.333333333333333,1.666666666666667,1.36986301369863,6.779661016949152,-5.409798003250522,60,70,-10,60.666666666666664,15.666666666666666,20.22222222222222,5.222222222222221,66.66666666666667,31.666666666666668,14.416666666666666,6.833333333333333,-6.000000000000007,-16.0,5.805555555555555,-1.6111111111111116,0,19,0.7368421052631579,0.8,65.26315789473684,20.05263157894737,0.25363307333942714,1.0,21,0.3333333333333333,0.2,57.095238095238095,23.476190476190474,0.1782272903816543,0.0,-2,0.40350877192982454,0.6000000000000001,8.16791979949874,-3.4235588972431046,0.07540578295777284,1.0,1,1.0,1.0,5,1.0,1.0
6649,2017/2018,Legionovia,PTPS Piła,3:2,2,3,0,64,24,64,85,7,2,107,16,30,10,138,14,16,46,33,16,86,47,86,111,4,16,78,2,27,10,137,17,16,54,39,16,-22,-23,-22,-26,3,-14,29,14,3,0,1,-3,0,-8,-6,0,0.2857142857142857,4.0,-3.7142857142857144,0.11594202898550725,0.15328467153284672,-0.037342642547339475,0.25,0.18604651162790697,0.06395348837209303,0.03125,0.18604651162790697,-0.15479651162790697,37,23,14,87,123,210,0.11212121212121212,0.0705521472392638,0.04156906488194832,-20,-17,-3,5,2,12.8,17.2,-4.399999999999999,17.4,24.6,-7.200000000000003,42.0,7.4,4.6,2.8000000000000007,2.3529411764705883,14.414414414414415,-12.061473237943826,123,94,29,50.333333333333336,25.666666666666668,15.083333333333334,7.722222222222221,55.0,20.666666666666668,14.638888888888888,5.611111111111111,-4.666666666666664,5.0,0.4444444444444464,2.1111111111111107,0,21,0.23809523809523808,0.2,55.904761904761905,24.428571428571427,0.15732210355690807,0.3333333333333333,21,0.5714285714285714,0.6,63.23809523809524,22.571428571428573,0.20412582428300824,0.6666666666666666,0,-0.3333333333333333,-0.39999999999999997,-7.333333333333336,1.857142857142854,-0.04680372072610017,-0.3333333333333333,1,0.0,0.0,5,0.2,0.0
6650,2017/2018,BKS Bielsko-Biała,Muszynianka Muszyna,3:1,3,1,1,69,30,69,93,8,6,81,7,44,23,150,11,13,56,37,7,63,26,63,86,5,7,85,6,27,14,130,14,7,43,33,13,6,4,6,7,3,-1,-4,1,17,9,20,-3,6,13,4,-6,0.75,1.4,-0.6499999999999999,0.21333333333333335,0.16923076923076924,0.04410256410256411,0.10144927536231885,0.20634920634920634,-0.10489993098688749,0.08695652173913043,0.1111111111111111,-0.024154589371980673,26,25,1,94,89,183,0.08024691358024691,0.08305647840531562,-0.0028095648250687083,-21,-13,-8,4,1,17.25,15.75,1.5,23.5,22.25,1.25,45.75,6.5,6.25,0.25,6.451612903225806,8.13953488372093,-1.6879219804951244,94,92,2,67.33333333333333,24.0,16.0,5.333333333333333,58.666666666666664,17.666666666666668,15.955555555555556,4.955555555555556,8.666666666666664,6.333333333333332,0.04444444444444429,0.3777777777777773,0,21,0.38095238095238093,0.6,63.523809523809526,26.0,0.18680609764067185,0.6666666666666666,21,0.47619047619047616,0.6,60.714285714285715,23.571428571428573,0.19366811888011326,1.0,0,-0.09523809523809523,0.0,2.80952380952381,2.428571428571427,-0.006862021239441407,-0.33333333333333337,1,1.0,1.0,5,0.6,1.0
6651,2017/2018,KSZO Ostrowiec,Proxima Kraków,3:1,1,3,0,54,18,54,85,9,3,85,8,37,17,160,11,13,42,26,9,71,37,71,94,9,8,76,3,36,11,171,19,9,50,29,13,-17,-19,-17,-9,0,-5,9,5,1,6,-11,-8,4,-8,-3,-4,0.3333333333333333,0.8888888888888888,-0.5555555555555556,0.1125,0.1286549707602339,-0.016154970760233908,0.16666666666666666,0.18309859154929578,-0.016431924882629123,0.05555555555555555,0.11267605633802817,-0.05712050078247262,28,31,-3,85,99,184,0.08484848484848485,0.09090909090909091,-0.006060606060606058,-20,-25,5,4,1,13.5,17.75,-4.25,21.25,24.75,-3.5,46.0,7.0,7.75,-0.75,3.5294117647058822,8.51063829787234,-4.981226533166458,98,85,13,56.666666666666664,19.0,15.5,5.194444444444445,50.666666666666664,24.333333333333332,15.416666666666666,7.388888888888889,6.0,-5.333333333333332,0.08333333333333393,-2.1944444444444446,0,21,0.38095238095238093,0.4,57.904761904761905,21.0,0.18121405808581695,0.3333333333333333,20,0.5,0.2,59.5,22.45,0.17233151452462622,0.0,1,-0.11904761904761907,0.2,-1.595238095238095,-1.4499999999999993,0.008882543561190726,0.3333333333333333,1,0.0,0.0,1,0.0,0.0
6652,2017/2018,Developres Rzeszów,Budowlani Toruń,3:1,3,1,1,79,35,79,91,13,4,77,7,38,15,141,12,8,63,45,12,48,22,48,80,3,7,78,4,45,25,118,10,12,33,28,8,31,13,31,11,10,-3,-1,3,-7,-10,23,2,-4,30,17,4,0.3076923076923077,2.3333333333333335,-2.0256410256410255,0.3049645390070922,0.09322033898305085,0.21174420002404135,0.1518987341772152,0.16666666666666666,-0.014767932489451463,0.05063291139240506,0.14583333333333334,-0.09520042194092829,32,17,15,96,80,176,0.10355987055016182,0.06159420289855073,0.04196566765161109,-23,-20,-3,4,1,19.75,12.0,7.75,24.0,20.0,4.0,44.0,8.0,4.25,3.75,4.395604395604396,8.75,-4.354395604395604,85,90,-5,71.66666666666667,24.333333333333332,16.955555555555556,5.577777777777778,33.666666666666664,22.0,11.222222222222223,7.333333333333333,38.00000000000001,2.333333333333332,5.7333333333333325,-1.7555555555555546,0,21,0.8095238095238095,0.8,67.14285714285714,21.333333333333332,0.27153493512879034,0.6666666666666666,18,0.3333333333333333,0.2,55.55555555555556,22.0,0.16191030985097787,0.3333333333333333,3,0.4761904761904762,0.6000000000000001,11.587301587301582,-0.6666666666666679,0.10962462527781247,0.3333333333333333,1,1.0,1.0,3,0.6666666666666666,1.0
6653,2017/2018,Volley Wrocław,Chemik Police,3:2,2,3,0,85,39,85,109,7,10,98,6,38,17,156,17,16,55,35,20,81,38,81,109,11,6,102,10,50,25,153,7,20,59,39,16,4,1,4,0,-4,4,-4,-4,-12,-8,3,10,-4,-4,-4,4,1.4285714285714286,0.5454545454545454,0.8831168831168832,0.14102564102564102,0.20915032679738563,-0.0681246857717446,0.23529411764705882,0.19753086419753085,0.03776325344952797,0.11764705882352941,0.07407407407407407,0.04357298474945534,30,28,2,113,111,224,0.08264462809917356,0.07692307692307693,0.005721551176096629,-21,-25,4,5,2,17.0,16.2,0.8000000000000007,22.6,22.2,0.40000000000000213,44.8,6.0,5.6,0.40000000000000036,9.174311926605505,5.5045871559633035,3.669724770642201,114,122,-8,58.0,28.666666666666668,15.388888888888888,7.888888888888888,73.0,28.0,18.25,7.0,-15.0,0.6666666666666679,-2.8611111111111125,0.8888888888888884,0,21,0.38095238095238093,0.4,56.76190476190476,25.0,0.1479913070737223,0.3333333333333333,19,0.8947368421052632,0.8,65.21052631578948,24.157894736842106,0.2834983786996756,0.6666666666666666,2,-0.5137844611528822,-0.4,-8.44862155388472,0.8421052631578938,-0.1355070716259533,-0.3333333333333333,1,0.0,0.0,5,0.4,0.0
6654,2017/2018,Chemik Police,Budowlani Toruń,3:0,3,0,1,55,26,55,73,8,8,52,2,46,27,83,5,6,39,47,8,38,17,38,57,5,2,65,8,41,22,88,13,8,30,34,6,17,9,17,16,3,6,-13,-6,5,5,-5,-8,-2,9,13,2,1.0,0.4,0.6,0.3373493975903614,0.10227272727272728,0.23507667031763413,0.14545454545454545,0.15789473684210525,-0.012440191387559807,0.14545454545454545,0.05263157894736842,0.09282296650717703,15,26,-11,81,53,134,0.07211538461538461,0.12380952380952381,-0.051694139194139205,-19,-19,0,3,0,18.333333333333332,12.666666666666666,5.666666666666666,27.0,17.666666666666668,9.333333333333332,44.666666666666664,5.0,8.666666666666666,-3.666666666666666,10.95890410958904,3.508771929824561,7.450132179764479,58,73,-15,60.666666666666664,20.666666666666668,14.894444444444446,5.205555555555556,39.333333333333336,19.666666666666668,11.777777777777777,6.083333333333333,21.33333333333333,1.0,3.116666666666669,-0.8777777777777773,0,20,0.9,0.8,66.0,24.35,0.27978097610456104,0.6666666666666666,19,0.3157894736842105,0.2,55.1578947368421,21.736842105263158,0.15829504822635015,0.0,1,0.5842105263157895,0.6000000000000001,10.842105263157897,2.613157894736844,0.12148592787821089,0.6666666666666666,0,0.5,0.5,2,1.0,1.0
6655,2017/2018,MKS Dąbrowa Górnicza,ŁKS Commercecon Łódź,3:1,1,3,0,65,19,65,83,6,2,90,4,51,29,140,15,15,55,39,8,74,25,74,97,7,4,77,2,52,26,124,9,8,55,44,15,-9,-6,-9,-14,-1,-2,13,2,-1,3,16,6,7,0,-5,-7,0.3333333333333333,0.5714285714285714,-0.23809523809523808,0.17857142857142858,0.3064516129032258,-0.12788018433179724,0.12307692307692308,0.20270270270270271,-0.07962577962577963,0.03076923076923077,0.05405405405405406,-0.023284823284823286,25,18,7,83,99,182,0.07987220447284345,0.06040268456375839,0.019469519909085055,-22,-26,4,4,1,16.25,18.5,-2.25,20.75,24.75,-4.0,45.5,6.25,4.5,1.75,2.4096385542168677,4.123711340206185,-1.7140727859893174,105,85,20,53.333333333333336,22.0,13.016666666666667,5.427777777777777,66.33333333333333,24.0,15.711111111111109,5.422222222222222,-12.999999999999993,-2.0,-2.694444444444441,0.005555555555555536,0,21,0.14285714285714285,0.0,51.142857142857146,25.857142857142858,0.12401731564553942,0.0,21,0.8571428571428571,1.0,64.57142857142857,22.428571428571427,0.2621848777318237,1.0,0,-0.7142857142857142,-1.0,-13.428571428571423,3.4285714285714306,-0.13816756208628428,-1.0,1,0.0,0.0,5,0.4,0.0
6656,2017/2018,ŁKS Commercecon Łódź,Budowlani Łódź,3:0,3,0,1,59,28,59,73,8,3,50,2,48,20,95,4,4,46,48,10,39,13,39,56,6,2,65,3,54,23,108,8,10,33,31,4,20,15,20,17,2,1,-15,-1,-6,-3,-13,-4,-6,13,17,6,0.375,0.3333333333333333,0.041666666666666685,0.4,0.1388888888888889,0.2611111111111111,0.1694915254237288,0.10256410256410256,0.06692742285962625,0.05084745762711865,0.05128205128205128,-0.0004345936549326329,14,17,-3,76,53,129,0.06422018348623854,0.07423580786026202,-0.01001562437402348,-28,-31,3,3,0,19.666666666666668,13.0,6.666666666666668,25.333333333333332,17.666666666666668,7.666666666666664,43.0,4.666666666666667,5.666666666666667,-1.0,4.10958904109589,3.571428571428571,0.5381604696673188,54,75,-21,67.33333333333333,24.333333333333332,18.222222222222225,6.583333333333333,51.666666666666664,14.666666666666666,17.222222222222225,4.888888888888888,15.666666666666664,9.666666666666666,1.0,1.6944444444444446,0,22,0.8636363636363636,1.0,65.0,22.227272727272727,0.2641970020577965,1.0,20,0.75,1.0,64.95,19.95,0.2648150560360921,1.0,2,0.11363636363636365,0.0,0.04999999999999716,2.2772727272727273,-0.0006180539782956185,0.0,1,0.0,0.0,3,0.0,0.0
6657,2017/2018,Chemik Police,MKS Dąbrowa Górnicza,3:1,3,1,1,75,38,75,97,10,9,71,13,32,24,108,5,10,54,50,12,67,28,67,87,16,13,87,9,36,17,112,5,12,44,39,10,8,10,8,10,-6,-4,-16,4,-4,7,-4,0,-2,10,11,2,0.9,0.8125,0.08750000000000002,0.3611111111111111,0.24107142857142858,0.12003968253968253,0.16,0.14925373134328357,0.010746268656716434,0.12,0.19402985074626866,-0.07402985074626867,28,30,-2,105,95,200,0.10144927536231885,0.1048951048951049,-0.003445829532786049,-8,-19,11,4,1,18.75,16.75,2.0,26.25,23.75,2.5,50.0,7.0,7.5,-0.5,9.278350515463918,14.942528735632186,-5.664178220168267,81,99,-18,53.0,17.0,15.805555555555555,5.138888888888889,54.666666666666664,31.333333333333332,16.527777777777775,9.638888888888888,-1.6666666666666643,-14.333333333333332,-0.7222222222222197,-4.499999999999998,0,21,0.9047619047619048,0.8,65.47619047619048,23.904761904761905,0.2825223295086468,0.6666666666666666,22,0.13636363636363635,0.0,51.77272727272727,25.818181818181817,0.12649704805126166,0.0,-1,0.7683982683982684,0.8,13.703463203463208,-1.9134199134199115,0.15602528145738515,0.6666666666666666,1,1.0,1.0,7,1.0,1.0
6658,2017/2018,Budowlani Toruń,Volley Wrocław,3:1,3,1,1,72,32,72,94,10,7,79,8,44,21,125,9,6,57,46,8,59,25,59,84,5,8,84,7,33,11,137,16,8,45,33,6,13,7,13,10,5,-1,-5,1,11,10,-12,-7,-2,12,13,2,0.7,1.6,-0.9000000000000001,0.336,0.15328467153284672,0.1827153284671533,0.1111111111111111,0.1016949152542373,0.00941619585687381,0.09722222222222222,0.13559322033898305,-0.03837099811676083,27,28,-1,100,86,186,0.09060402684563758,0.09180327868852459,-0.0011992518428870086,-23,-22,-1,4,1,18.0,14.75,3.25,25.0,21.5,3.5,46.5,6.75,7.0,-0.25,7.446808510638298,9.523809523809524,-2.077001013171226,85,92,-7,51.666666666666664,18.333333333333332,14.288888888888886,4.955555555555555,50.0,28.0,13.777777777777777,7.644444444444445,1.6666666666666643,-9.666666666666668,0.5111111111111093,-2.68888888888889,0,20,0.3,0.2,54.3,21.95,0.155493932178669,0.0,22,0.36363636363636365,0.2,58.04545454545455,25.227272727272727,0.1476746858897186,0.3333333333333333,-2,-0.06363636363636366,0.0,-3.7454545454545496,-3.2772727272727273,0.007819246288950393,-0.3333333333333333,1,1.0,1.0,3,0.3333333333333333,1.0
6659,2017/2018,Proxima Kraków,Developres Rzeszów,3:1,1,3,0,57,18,57,80,7,6,89,5,41,5,145,12,10,41,28,10,73,32,73,94,5,5,73,6,42,12,154,12,10,58,38,10,-16,-14,-16,-14,2,1,16,-1,-1,-7,-9,0,0,-17,-10,0,0.8571428571428571,1.0,-0.1428571428571429,0.1310344827586207,0.23376623376623376,-0.10273175100761306,0.17543859649122806,0.136986301369863,0.038452295121365054,0.10526315789473684,0.0684931506849315,0.03677000720980533,24,23,1,80,97,177,0.07643312101910828,0.07165109034267912,0.004782030676429155,-36,-30,-6,4,1,14.25,18.25,-4.0,20.0,24.25,-4.25,44.25,6.0,5.75,0.25,7.5,5.319148936170213,2.1808510638297873,99,83,16,64.33333333333333,20.0,16.466666666666665,5.033333333333333,67.0,24.666666666666668,18.305555555555554,6.722222222222222,-2.6666666666666714,-4.666666666666668,-1.8388888888888886,-1.688888888888889,0,21,0.5238095238095238,0.4,60.04761904761905,22.857142857142858,0.1702516791072742,0.3333333333333333,22,0.8181818181818182,0.8,67.68181818181819,21.818181818181817,0.2730544625778041,0.6666666666666666,-1,-0.2943722943722944,-0.4,-7.634199134199136,1.038961038961041,-0.10280278347052987,-0.3333333333333333,1,0.0,0.0,1,0.0,0.0
6660,2017/2018,Muszynianka Muszyna,KSZO Ostrowiec,3:2,2,3,0,76,29,76,99,8,4,92,11,35,18,135,13,8,65,48,7,75,34,75,100,8,11,91,4,43,23,126,12,7,56,44,8,1,-5,1,-1,0,-7,1,7,-8,-5,9,1,1,9,4,-1,0.5,1.375,-0.875,0.32592592592592595,0.29365079365079366,0.03227513227513229,0.09210526315789473,0.10666666666666667,-0.014561403508771942,0.05263157894736842,0.14666666666666667,-0.09403508771929825,32,24,8,100,107,207,0.09815950920245399,0.07570977917981073,0.022449730022643263,-17,-20,3,5,2,15.2,15.0,0.1999999999999993,20.0,21.4,-1.3999999999999986,41.4,6.4,4.8,1.6000000000000005,4.040404040404041,11.0,-6.959595959595959,100,98,2,56.666666666666664,26.0,14.166666666666664,6.5,66.33333333333333,21.666666666666668,16.944444444444443,5.55,-9.666666666666664,4.333333333333332,-2.7777777777777786,0.9500000000000002,0,22,0.45454545454545453,0.6,60.81818181818182,23.636363636363637,0.19255733025968852,0.6666666666666666,22,0.36363636363636365,0.4,57.72727272727273,21.318181818181817,0.1780906918091889,0.3333333333333333,0,0.09090909090909088,0.19999999999999996,3.0909090909090935,2.31818181818182,0.014466638450499614,0.3333333333333333,1,0.0,0.0,5,0.6,0.0
6661,2017/2018,PTPS Piła,BKS Bielsko-Biała,3:0,3,0,1,54,33,54,73,3,0,37,1,38,19,82,7,3,36,44,18,27,9,27,41,4,1,70,0,53,4,103,10,18,23,22,3,27,24,27,32,-1,-1,-33,1,-15,15,-21,-3,-15,13,22,15,0.0,0.25,-0.25,0.3170731707317073,-0.04854368932038835,0.36561686005209565,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.037037037037037035,-0.037037037037037035,11,14,-3,68,38,106,0.057291666666666664,0.06542056074766354,-0.00812889408099688,-19,-49,30,3,0,18.0,9.0,9.0,22.666666666666668,12.666666666666666,10.000000000000002,35.333333333333336,3.6666666666666665,4.666666666666667,-1.0000000000000004,0.0,2.4390243902439024,-2.4390243902439024,40,88,-48,64.0,26.666666666666668,16.0,6.666666666666667,63.0,29.0,16.088888888888892,7.311111111111111,1.0,-2.333333333333332,-0.08888888888889213,-0.6444444444444439,0,22,0.5909090909090909,0.6,64.27272727272727,22.59090909090909,0.20181486279436456,0.6666666666666666,22,0.4090909090909091,0.6,63.77272727272727,26.0,0.18801188108124736,1.0,0,0.18181818181818182,0.0,0.4999999999999929,-3.40909090909091,0.013802981713117196,-0.33333333333333337,1,0.0,0.0,7,0.42857142857142855,0.0
6662,2017/2018,Pałac Bydgoszcz,Legionovia,3:2,3,2,1,71,37,71,98,7,9,87,7,36,28,143,15,15,48,34,14,71,33,71,99,12,7,91,9,44,34,148,11,14,49,33,15,0,4,0,-1,-5,2,-4,-2,-8,-6,-5,4,1,-1,1,-1,1.2857142857142858,0.5833333333333334,0.7023809523809524,0.1258741258741259,0.16216216216216217,-0.036288036288036285,0.19718309859154928,0.2112676056338028,-0.01408450704225353,0.1267605633802817,0.09859154929577464,0.028169014084507046,29,32,-3,103,100,203,0.08841463414634146,0.09467455621301775,-0.006259922066676291,-8,-10,2,5,2,14.2,14.2,0.0,20.6,20.0,0.6000000000000014,40.6,5.8,6.4,-0.6000000000000005,9.183673469387756,7.07070707070707,2.112966398680686,102,105,-3,48.666666666666664,20.333333333333332,16.222222222222225,6.777777777777779,45.333333333333336,22.0,13.5,6.666666666666667,3.3333333333333286,-1.6666666666666679,2.722222222222225,0.1111111111111116,0,22,0.3181818181818182,0.2,56.45454545454545,23.0,0.17847484397284072,0.0,22,0.22727272727272727,0.2,56.27272727272727,25.0,0.15544119107638985,0.3333333333333333,0,0.09090909090909091,0.0,0.18181818181817988,-2.0,0.023033652896450874,-0.3333333333333333,1,1.0,1.0,8,0.625,1.0
6663,2017/2018,Budowlani Łódź,Legionovia,3:2,2,3,0,98,42,98,121,18,11,97,3,54,42,162,10,16,68,42,19,71,31,71,102,5,3,103,11,48,36,154,12,19,52,34,16,27,11,27,19,13,8,-6,-8,6,6,8,-2,-3,16,8,3,0.6111111111111112,0.6,0.011111111111111183,0.25925925925925924,0.13636363636363635,0.12289562289562289,0.19387755102040816,0.22535211267605634,-0.03147456165564819,0.11224489795918367,0.04225352112676056,0.06999137683242311,31,28,3,126,102,228,0.08157894736842106,0.07799442896935933,0.003584518399061723,-12,-12,0,5,2,19.6,14.2,5.400000000000002,25.2,20.4,4.800000000000001,45.6,6.2,5.6,0.6000000000000005,9.090909090909092,2.941176470588235,6.149732620320856,113,122,-9,61.666666666666664,15.666666666666666,20.555555555555557,5.222222222222221,59.0,26.666666666666668,14.899999999999999,6.8,2.6666666666666643,-11.000000000000002,5.6555555555555586,-1.5777777777777784,0,21,0.7142857142857143,0.8,63.714285714285715,19.80952380952381,0.2588185718862253,0.6666666666666666,23,0.21739130434782608,0.2,56.91304347826087,25.304347826086957,0.15573340721055384,0.0,-2,0.49689440993788825,0.6000000000000001,6.801242236024848,-5.494824016563147,0.10308516467567147,0.6666666666666666,1,1.0,1.0,5,1.0,1.0
6664,2017/2018,BKS Bielsko-Biała,Pałac Bydgoszcz,3:0,3,0,1,59,30,59,74,11,4,52,5,34,17,96,2,5,43,45,12,40,18,40,59,7,5,63,4,33,21,107,7,12,30,28,5,19,12,19,15,4,-1,-11,1,1,-4,-11,-5,-7,13,17,7,0.36363636363636365,0.7142857142857143,-0.35064935064935066,0.375,0.102803738317757,0.272196261682243,0.2033898305084746,0.125,0.07838983050847459,0.06779661016949153,0.125,-0.057203389830508475,18,18,0,77,58,135,0.08108108108108109,0.07860262008733625,0.002478460993744838,-17,-12,-5,3,0,19.666666666666668,13.333333333333334,6.333333333333334,25.666666666666668,19.333333333333332,6.333333333333336,45.0,6.0,6.0,0.0,5.405405405405405,8.47457627118644,-3.069170865781034,57,75,-18,64.0,23.0,16.483333333333334,5.566666666666666,55.666666666666664,25.666666666666668,14.127777777777778,6.211111111111111,8.333333333333336,-2.666666666666668,2.355555555555556,-0.6444444444444448,0,23,0.391304347826087,0.6,62.17391304347826,25.47826086956522,0.17772685628117627,0.6666666666666666,23,0.34782608695652173,0.2,57.08695652173913,23.26086956521739,0.17618785622941835,0.3333333333333333,0,0.043478260869565244,0.39999999999999997,5.0869565217391255,2.217391304347828,0.001539000051757916,0.3333333333333333,1,0.0,0.0,5,0.6,0.0
