game_id,season,team_A,team_B,czy_playoff,sets_A,sets_B,number_of_sets,win_A,A_scoreboard_points,B_scoreboard_points,match_total_points,A_set1_points,B_set1_points,A_set2_points,B_set2_points,A_set3_points,B_set3_points,A_set4_points,B_set4_points,A_set5_points,B_set5_points,A_pts_total,A_pts_bp,A_pts_balance,A_srv_total,A_srv_errors,A_srv_aces,A_rec_total,A_rec_errors,A_rec_pos_pct,A_rec_perf_pct,A_atk_total,A_atk_errors,A_atk_blocked,A_atk_points,A_atk_success_pct,A_blk_points,A_actions,A_srv_eff,A_atk_eff,A_blk_share_skill,A_blk_share_impact,A_srv_share_skill,A_srv_share_impact,A_errors_total,A_opp_errors_pts,A_opp_errors_share,A_defense_total,A_pts_rolling3,A_errors_rolling3,A_matches_before,A_win_rate_prev,A_win_rate_last5,A_pts_prev_all,A_errors_prev_all,A_atk_eff_prev_all,A_win_streak_prev3,B_pts_total,B_pts_bp,B_pts_balance,B_srv_total,B_srv_errors,B_srv_aces,B_rec_total,B_rec_errors,B_rec_pos_pct,B_rec_perf_pct,B_atk_total,B_atk_errors,B_atk_blocked,B_atk_points,B_atk_success_pct,B_blk_points,B_actions,B_srv_eff,B_atk_eff,B_blk_share_skill,B_blk_share_impact,B_srv_share_skill,B_srv_share_impact,B_errors_total,B_opp_errors_pts,B_opp_errors_share,B_defense_total,B_pts_rolling3,B_errors_rolling3,B_matches_before,B_win_rate_prev,B_win_rate_last5,B_pts_prev_all,B_errors_prev_all,B_atk_eff_prev_all,B_win_streak_prev3,diff_pts_total,diff_pts_bp,diff_pts_balance,diff_srv_total,diff_srv_errors,diff_srv_aces,diff_rec_total,diff_rec_errors,diff_rec_pos_pct,diff_rec_perf_pct,diff_atk_total,diff_atk_errors,diff_atk_blocked,diff_atk_points,diff_atk_success_pct,diff_blk_points,diff_srv_eff,diff_atk_eff,diff_blk_share_skill,diff_blk_share_impact,diff_srv_share_skill,diff_srv_share_impact,diff_errors_total,diff_opp_errors_pts,diff_opp_errors_share,diff_defense_total,diff_pts_rolling3,diff_errors_rolling3,diff_matches_before,diff_win_rate_prev,diff_win_rate_last5,diff_pts_prev_all,diff_errors_prev_all,diff_atk_eff_prev_all,diff_win_streak_prev3,h2h_matches_before,h2h_win_rate_A,h2h_last_result_A,h2h_matches_before_all,h2h_win_rate_A_all,h2h_last_result_A_all
5577,2015/2016,PTPS Piła,BKS Bielsko-Biała,1,1,3,4,0,81,97,178,25,22,23,25,16,25,17.0,25.0,,,54,29,54,82,7,3,83,3,46,25,138,7,20,41,30,10,303,-0.04878048780487805,0.10144927536231885,0.18518518518518517,0.12345679012345678,0.05555555555555555,0.037037037037037035,17,27,0.3333333333333333,103,50.0,17.0,25,0.48,0.2,55.88,19.52,0.1843565503339885,0.0,76,44,76,95,11,3,76,3,50,30,141,13,11,54,38,19,312,-0.08421052631578947,0.2127659574468085,0.25,0.1958762886597938,0.039473684210526314,0.030927835051546393,27,21,0.21649484536082475,87,59.0,29.333333333333332,25,0.44,0.4,56.4,22.4,0.17889561063092216,0.3333333333333333,-22,-15,-22,-13,-4,0,7,0,-4,-5,-3,-6,9,-13,-8,-9,0.03543003851091142,-0.11131668208448967,-0.06481481481481483,-0.07241949853633703,0.01608187134502924,0.006109201985490642,-10,6,0.11683848797250856,16,-9.0,-12.333333333333332,0,0.03999999999999998,-0.2,-0.519999999999996,-2.879999999999999,0.005460939703066353,-0.3333333333333333,3,0.6666666666666666,0.0,3,0.6666666666666666,0.0
5579,2015/2016,Pałac Bydgoszcz,Legionovia,1,3,0,3,1,75,59,134,25,23,25,18,25,18,,,,,53,26,53,72,9,7,54,3,63,36,90,4,6,33,37,13,216,-0.027777777777777776,0.25555555555555554,0.24528301886792453,0.17333333333333334,0.1320754716981132,0.09333333333333334,16,22,0.29333333333333333,60,54.0,23.666666666666668,25,0.24,0.4,57.12,24.0,0.1352685530856867,0.6666666666666666,43,19,43,61,7,3,63,7,38,27,98,9,13,34,35,6,222,-0.06557377049180328,0.12244897959183673,0.13953488372093023,0.1016949152542373,0.06976744186046512,0.05084745762711865,23,16,0.2711864406779661,76,51.333333333333336,23.666666666666668,25,0.28,0.6,51.28,24.2,0.15961002487801587,0.6666666666666666,10,7,10,11,2,4,-9,-4,25,9,-8,-5,-7,-1,2,7,0.037795992714025506,0.1331065759637188,0.1057481351469943,0.07163841807909604,0.06230802983764809,0.04248587570621469,-7,6,0.022146892655367234,-16,2.6666666666666643,0.0,0,-0.040000000000000036,-0.19999999999999996,5.839999999999996,-0.1999999999999993,-0.024341471792329178,0.0,2,0.5,1.0,2,0.5,1.0
5580,2015/2016,Legionovia,Pałac Bydgoszcz,1,3,1,4,1,93,92,185,25,23,18,25,25,21,25.0,23.0,,,59,19,59,92,7,4,79,7,41,24,114,6,12,46,40,9,285,-0.03260869565217391,0.24561403508771928,0.15254237288135594,0.0967741935483871,0.06779661016949153,0.043010752688172046,20,34,0.3655913978494624,91,58.666666666666664,17.0,26,0.2692307692307692,0.6,50.96153846153846,24.153846153846153,0.15818075390547054,0.6666666666666666,73,26,73,93,14,7,85,4,33,16,117,13,9,54,46,12,295,-0.07526881720430108,0.27350427350427353,0.1643835616438356,0.13043478260869565,0.0958904109589041,0.07608695652173914,31,19,0.20652173913043478,94,70.33333333333333,23.333333333333332,26,0.2692307692307692,0.6,56.96153846153846,23.692307692307693,0.13989497625760475,1.0,-14,-7,-14,-1,-7,-3,-6,3,8,8,-3,-7,3,-8,-6,-3,0.042660121552127166,-0.027890238416554247,-0.011841188762479665,-0.033660589060308554,-0.02809380078941258,-0.03307620383356709,-11,15,0.1590696587190276,-3,-11.666666666666664,-6.333333333333332,0,0.0,0.0,-6.0,0.4615384615384599,0.018285777647865792,-0.33333333333333337,3,0.3333333333333333,0.0,3,0.3333333333333333,0.0
5581,2015/2016,Legionovia,Pałac Bydgoszcz,1,2,3,5,0,100,96,196,25,12,21,25,25,19,17.0,25.0,12.0,15.0,69,32,69,100,11,3,80,9,46,21,124,8,9,47,38,19,304,-0.08,0.24193548387096775,0.2753623188405797,0.19,0.043478260869565216,0.03,28,31,0.31,89,56.0,15.666666666666666,27,0.2962962962962963,0.6,51.25925925925926,24.0,0.16141902357888716,0.6666666666666666,75,34,75,96,16,9,89,3,41,20,130,10,19,57,44,9,315,-0.07291666666666667,0.2153846153846154,0.12,0.09375,0.12,0.09375,29,21,0.21875,108,72.0,23.333333333333332,27,0.25925925925925924,0.6,57.55555555555556,23.962962962962962,0.1448434687482221,0.6666666666666666,-6,-2,-6,4,-5,-6,-9,6,5,1,-6,-2,-10,-10,-6,10,-0.00708333333333333,0.026550868486352353,0.15536231884057972,0.09625,-0.07652173913043478,-0.06375,-1,10,0.09125,-19,-16.0,-7.666666666666666,0,0.037037037037037035,0.0,-6.296296296296298,0.03703703703703809,0.016575554830665057,0.0,4,0.5,1.0,4,0.5,1.0
5847,2016/2017,Muszynianka Muszyna,Legionovia,0,3,2,5,1,103,96,199,25,17,18,25,20,25,25.0,23.0,15.0,6.0,77,41,77,103,7,10,80,11,47,26,144,14,14,56,39,11,327,0.02912621359223301,0.19444444444444445,0.14285714285714285,0.10679611650485436,0.12987012987012986,0.0970873786407767,32,26,0.2524271844660194,94,64.0,28.666666666666668,0,,,,,,,72,30,72,96,16,11,96,10,44,20,135,10,11,47,35,14,327,-0.052083333333333336,0.1925925925925926,0.19444444444444445,0.14583333333333334,0.1527777777777778,0.11458333333333333,36,24,0.25,107,51.0,24.666666666666668,0,,,,,,,5,11,5,7,-9,-1,-16,1,3,6,9,4,3,9,4,-3,0.08120954692556634,0.0018518518518518545,-0.0515873015873016,-0.03903721682847898,-0.022907647907647932,-0.01749595469255663,-4,2,0.0024271844660194164,-13,13.0,4.0,0,,,,,,,0,0.5,0.5,2,1.0,1.0
5848,2016/2017,Chemik Police,Pałac Bydgoszcz,0,3,1,4,1,98,78,176,25,10,26,24,22,25,25.0,19.0,,,77,37,77,96,6,7,70,2,41,17,121,7,11,60,50,10,287,0.010416666666666666,0.34710743801652894,0.12987012987012986,0.10204081632653061,0.09090909090909091,0.07142857142857142,15,21,0.21428571428571427,81,61.666666666666664,21.333333333333332,0,,,,,,,65,24,65,79,9,2,90,7,42,18,122,7,10,52,43,11,291,-0.08860759493670886,0.28688524590163933,0.16923076923076924,0.14102564102564102,0.03076923076923077,0.02564102564102564,23,13,0.16666666666666666,100,75.0,27.0,0,,,,,,,12,13,12,17,-3,5,-20,-5,-1,-1,-1,0,1,8,7,-1,0.09902426160337553,0.060222192114889606,-0.03936063936063938,-0.03898482469911041,0.06013986013986014,0.045787545787545784,-8,8,0.047619047619047616,-19,-13.333333333333336,-5.666666666666668,0,,,,,,,0,0.5,0.5,2,1.0,1.0
5849,2016/2017,Legionovia,Muszynianka Muszyna,0,0,3,3,0,50,75,125,18,25,22,25,10,25,,,,,36,12,36,52,9,2,65,11,44,15,77,10,7,29,38,5,194,-0.1346153846153846,0.15584415584415584,0.1388888888888889,0.1,0.05555555555555555,0.04,30,14,0.28,72,61.333333333333336,21.0,1,0.0,0.0,72.0,36.0,0.1925925925925926,0.0,54,28,54,73,8,11,43,2,53,18,75,3,5,36,48,7,191,0.0410958904109589,0.37333333333333335,0.12962962962962962,0.09333333333333334,0.2037037037037037,0.14666666666666667,13,21,0.28,48,65.33333333333333,18.0,1,1.0,1.0,77.0,32.0,0.19444444444444445,1.0,-18,-16,-18,-21,1,-9,22,9,-9,-3,2,7,2,-7,-10,-2,-0.1757112750263435,-0.2174891774891775,0.009259259259259273,0.006666666666666668,-0.14814814814814814,-0.10666666666666666,17,-7,0.0,24,-3.999999999999993,3.0,0,-1.0,-1.0,-5.0,4.0,-0.0018518518518518545,-1.0,1,0.0,0.0,3,0.0,0.0
5850,2016/2017,Budowlani Łódź,Developres Rzeszów,0,1,3,4,0,79,94,173,19,25,19,25,25,19,16.0,25.0,,,58,15,58,80,11,4,85,6,47,28,125,8,8,46,37,8,290,-0.0875,0.24,0.13793103448275862,0.10126582278481013,0.06896551724137931,0.05063291139240506,25,21,0.26582278481012656,93,79.66666666666667,24.666666666666668,0,,,,,,,71,32,71,93,8,6,69,4,51,22,148,12,8,57,39,8,310,-0.021505376344086023,0.25,0.11267605633802817,0.0851063829787234,0.08450704225352113,0.06382978723404255,24,23,0.24468085106382978,77,71.0,27.0,0,,,,,,,-13,-17,-13,-13,3,-2,16,2,-4,6,-23,-4,0,-11,-2,0,-0.06599462365591396,-0.010000000000000009,0.025254978144730447,0.016159439806086723,-0.015541525012141816,-0.013196875841637486,1,-2,0.021141933746296776,16,8.666666666666671,-2.333333333333332,0,,,,,,,0,0.5,0.5,2,1.0,1.0
5851,2016/2017,MKS Dąbrowa Górnicza,KSZO Ostrowiec,0,3,1,4,1,99,93,192,20,25,29,27,25,22,25.0,19.0,,,75,37,75,98,10,5,84,4,49,34,150,15,11,55,37,15,332,-0.05102040816326531,0.19333333333333333,0.2,0.15151515151515152,0.06666666666666667,0.050505050505050504,29,24,0.24242424242424243,95,54.0,28.333333333333332,0,,,,,,,63,27,63,94,10,4,88,5,54,43,148,10,15,48,32,11,330,-0.06382978723404255,0.1554054054054054,0.1746031746031746,0.11827956989247312,0.06349206349206349,0.043010752688172046,25,30,0.3225806451612903,103,58.0,26.333333333333332,0,,,,,,,12,10,12,4,0,1,-4,-1,-5,-9,2,5,-4,7,5,4,0.012809379070777241,0.03792792792792793,0.025396825396825418,0.033235581622678395,0.003174603174603177,0.007494297816878458,4,-6,-0.08015640273704788,-8,-4.0,2.0,0,,,,,,,0,0.5,0.5,2,1.0,1.0
5852,2016/2017,Volley Wrocław,ŁKS Commercecon Łódź,0,3,0,3,1,78,65,143,25,21,28,26,25,18,,,,,61,26,61,76,6,4,59,1,47,20,100,9,7,45,45,12,235,-0.02631578947368421,0.29,0.19672131147540983,0.15384615384615385,0.06557377049180328,0.05128205128205128,16,17,0.21794871794871795,66,72.33333333333333,31.666666666666668,0,,,,,,,49,13,49,67,8,1,70,4,45,32,99,7,12,41,41,7,236,-0.1044776119402985,0.2222222222222222,0.14285714285714285,0.1076923076923077,0.02040816326530612,0.015384615384615385,19,16,0.24615384615384617,82,,,0,,,,,,,12,13,12,9,-2,3,-11,-3,2,-12,1,2,-5,4,4,5,0.0781618224666143,0.06777777777777777,0.05386416861826698,0.046153846153846156,0.045165607226497165,0.035897435897435895,-3,1,-0.028205128205128216,-16,,,0,,,,,,,0,0.5,0.5,0,0.5,0.5
5853,2016/2017,Budowlani Toruń,BKS Bielsko-Biała,0,3,2,5,1,106,100,206,20,25,25,21,25,17,21.0,25.0,15.0,12.0,87,44,87,106,5,9,94,9,37,21,163,5,14,64,39,14,363,0.03773584905660377,0.27607361963190186,0.16091954022988506,0.1320754716981132,0.10344827586206896,0.08490566037735849,19,19,0.1792452830188679,108,,,0,,,,,,,84,38,84,100,6,9,101,9,32,21,170,7,14,61,36,14,371,0.03,0.23529411764705882,0.16666666666666666,0.14,0.10714285714285714,0.09,22,16,0.16,115,66.66666666666667,26.0,0,,,,,,,3,6,3,6,-1,0,-7,0,5,0,-7,-2,0,3,3,0,0.007735849056603773,0.040779501984843036,-0.005747126436781602,-0.007924528301886807,-0.003694581280788173,-0.005094339622641511,-3,3,0.01924528301886791,-7,,,0,,,,,,,0,0.5,0.5,0,0.5,0.5
5854,2016/2017,Atom Trefl Sopot,Budowlani Toruń,0,0,3,3,0,59,75,134,21,25,20,25,18,25,,,,,49,20,49,61,3,4,69,12,34,24,107,5,6,39,36,6,237,0.01639344262295082,0.2616822429906542,0.12244897959183673,0.1016949152542373,0.08163265306122448,0.06779661016949153,20,10,0.1694915254237288,75,57.333333333333336,22.666666666666668,0,,,,,,,63,32,63,73,4,12,58,4,31,23,107,7,6,45,42,6,238,0.1095890410958904,0.29906542056074764,0.09523809523809523,0.08,0.19047619047619047,0.16,15,12,0.16,64,,,1,1.0,1.0,87.0,19.0,0.27607361963190186,1.0,-14,-12,-14,-12,-1,-8,11,8,3,1,0,-2,0,-6,-6,0,-0.09319559847293958,-0.03738317757009346,0.0272108843537415,0.021694915254237293,-0.10884353741496598,-0.09220338983050848,5,-2,0.009491525423728803,11,,,-1,,,,,,,0,0.5,0.5,0,0.5,0.5
5855,2016/2017,BKS Bielsko-Biała,Volley Wrocław,0,1,3,4,0,74,96,170,25,21,20,25,16,25,13.0,25.0,,,49,22,49,75,11,10,80,8,40,22,108,8,12,30,28,9,263,-0.013333333333333334,0.09259259259259259,0.1836734693877551,0.12162162162162163,0.20408163265306123,0.13513513513513514,27,25,0.33783783783783783,92,52.333333333333336,18.666666666666668,1,0.0,0.0,84.0,22.0,0.23529411764705882,0.0,75,42,75,95,15,8,64,10,34,20,113,8,9,55,49,12,272,-0.07368421052631578,0.336283185840708,0.16,0.125,0.10666666666666667,0.08333333333333333,33,21,0.21875,73,57.333333333333336,20.0,1,1.0,1.0,61.0,16.0,0.29,1.0,-26,-20,-26,-20,-4,2,16,-2,6,2,-5,0,3,-25,-21,-3,0.06035087719298245,-0.2436905932481154,0.02367346938775511,-0.0033783783783783716,0.09741496598639456,0.051801801801801814,-6,4,0.11908783783783783,19,-5.0,-1.3333333333333321,0,-1.0,-1.0,23.0,6.0,-0.05470588235294116,-1.0,0,0.5,0.5,2,0.0,0.0
5856,2016/2017,ŁKS Commercecon Łódź,MKS Dąbrowa Górnicza,0,3,1,4,1,92,94,186,25,22,16,25,25,23,26.0,24.0,,,76,32,76,91,11,6,89,6,38,16,164,9,18,59,36,11,344,-0.054945054945054944,0.1951219512195122,0.14473684210526316,0.11956521739130435,0.07894736842105263,0.06521739130434782,26,16,0.17391304347826086,107,,,1,0.0,0.0,49.0,19.0,0.2222222222222222,0.0,70,31,70,95,6,6,80,6,45,20,149,9,11,46,31,18,324,0.0,0.174496644295302,0.2571428571428571,0.19148936170212766,0.08571428571428572,0.06382978723404255,21,24,0.2553191489361702,91,51.333333333333336,28.333333333333332,1,1.0,1.0,75.0,29.0,0.19333333333333333,1.0,6,1,6,-4,5,0,9,0,-7,-4,15,0,7,13,5,-7,-0.054945054945054944,0.02062530692421019,-0.11240601503759395,-0.07192414431082331,-0.006766917293233088,0.001387604070305276,5,-8,-0.08140610545790933,16,,,0,-1.0,-1.0,-26.0,-10.0,0.02888888888888888,-1.0,0,0.5,0.5,0,0.5,0.5
5857,2016/2017,KSZO Ostrowiec,Budowlani Łódź,0,2,3,5,0,102,106,208,25,19,17,25,25,22,23.0,25.0,12.0,15.0,63,26,63,103,7,5,88,6,33,24,118,14,10,41,35,17,309,-0.019417475728155338,0.1440677966101695,0.2698412698412698,0.16666666666666666,0.07936507936507936,0.049019607843137254,27,39,0.38235294117647056,98,71.33333333333333,26.666666666666668,1,0.0,0.0,63.0,25.0,0.1554054054054054,0.0,81,33,81,105,17,6,96,5,54,32,156,16,16,65,42,10,357,-0.10476190476190476,0.21153846153846154,0.12345679012345678,0.09433962264150944,0.07407407407407407,0.05660377358490566,38,25,0.2358490566037736,112,57.0,23.666666666666668,1,0.0,0.0,58.0,25.0,0.24,0.0,-18,-7,-18,-2,-10,-1,-8,1,-21,-8,-38,-2,-6,-24,-7,7,0.08534442903374942,-0.06747066492829204,0.14638447971781304,0.07232704402515722,0.005291005291005291,-0.0075841657417684075,-11,14,0.14650388457269697,-14,14.333333333333329,3.0,0,0.0,0.0,5.0,0.0,-0.08459459459459459,0.0,0,0.5,0.5,2,0.0,0.0
5858,2016/2017,Developres Rzeszów,Budowlani Łódź,0,1,3,4,0,86,99,185,17,25,26,24,21,25,22.0,25.0,,,61,24,61,87,7,7,87,12,40,26,131,10,14,45,34,9,305,0.0,0.16030534351145037,0.14754098360655737,0.10465116279069768,0.11475409836065574,0.08139534883720931,29,25,0.29069767441860467,101,65.33333333333333,24.333333333333332,1,1.0,1.0,71.0,24.0,0.25,1.0,76,35,76,98,11,12,80,7,51,40,135,11,9,50,37,14,313,0.01020408163265306,0.2222222222222222,0.18421052631578946,0.1414141414141414,0.15789473684210525,0.12121212121212122,29,23,0.23232323232323232,89,70.0,28.0,2,0.5,0.5,69.5,31.5,0.22576923076923078,0.5,-15,-11,-15,-11,-4,-5,7,5,-11,-14,-4,-1,5,-5,-3,-5,-0.01020408163265306,-0.06191687871077184,-0.03666954270923209,-0.03676297862344373,-0.043140638481449514,-0.03981677237491191,0,2,0.05837444209537235,12,-4.666666666666671,-3.666666666666668,-1,0.5,0.5,1.5,-7.5,0.024230769230769222,0.5,1,1.0,1.0,3,0.3333333333333333,1.0
5859,2016/2017,Developres Rzeszów,Muszynianka Muszyna,0,3,2,5,1,113,103,216,23,25,25,22,25,20,25.0,27.0,15.0,9.0,98,44,98,111,6,11,102,7,41,22,176,12,13,69,39,18,389,0.04504504504504504,0.25,0.1836734693877551,0.1592920353982301,0.11224489795918367,0.09734513274336283,25,15,0.13274336283185842,115,67.66666666666667,25.666666666666668,2,0.5,0.5,66.0,26.5,0.20515267175572519,0.5,80,31,80,104,2,7,105,11,42,27,171,12,18,60,35,13,380,0.04807692307692308,0.17543859649122806,0.1625,0.1262135922330097,0.0875,0.06796116504854369,25,23,0.22330097087378642,123,60.0,15.333333333333334,2,1.0,1.0,65.5,22.5,0.2838888888888889,1.0,18,13,18,7,4,4,-3,-4,-1,-5,5,0,-5,9,4,5,-0.0030318780318780367,0.07456140350877194,0.021173469387755106,0.03307844316522038,0.02474489795918368,0.029383967694819144,0,-8,-0.090557608041928,-8,7.666666666666671,10.333333333333334,0,-0.5,-0.5,0.5,4.0,-0.07873621713316373,-0.5,0,0.5,0.5,2,0.0,0.0
5860,2016/2017,Legionovia,Chemik Police,0,0,3,3,0,61,75,136,20,25,19,25,22,25,,,,,43,13,43,62,9,4,64,3,33,17,80,7,6,32,40,7,206,-0.08064516129032258,0.2375,0.16279069767441862,0.11475409836065574,0.09302325581395349,0.06557377049180328,19,18,0.29508196721311475,70,54.666666666666664,26.0,2,0.0,0.0,54.0,33.0,0.17421837421837422,0.0,53,22,53,74,10,3,53,4,30,21,90,6,7,44,49,6,217,-0.0945945945945946,0.34444444444444444,0.11320754716981132,0.08,0.05660377358490566,0.04,20,22,0.29333333333333333,60,58.0,26.0,1,1.0,1.0,77.0,15.0,0.34710743801652894,1.0,-10,-9,-10,-12,-1,1,11,-1,3,-4,-10,1,-1,-12,-9,1,0.013949433304272021,-0.10694444444444445,0.04958315050460729,0.03475409836065574,0.036419482229047825,0.02557377049180328,-1,-4,0.0017486338797814138,10,-3.3333333333333357,0.0,1,-1.0,-1.0,-23.0,18.0,-0.17288906379815472,-1.0,0,0.5,0.5,2,0.0,0.0
5861,2016/2017,Pałac Bydgoszcz,PTPS Piła,0,3,0,3,1,75,54,129,25,17,25,19,25,18,,,,,50,25,50,73,9,8,48,1,44,25,93,10,9,36,39,6,214,-0.0136986301369863,0.1827956989247312,0.12,0.08,0.16,0.10666666666666667,20,25,0.3333333333333333,57,58.333333333333336,23.0,1,0.0,0.0,65.0,23.0,0.28688524590163933,0.0,32,11,32,56,8,1,64,8,34,20,87,12,6,22,25,9,207,-0.125,0.04597701149425287,0.28125,0.16666666666666666,0.03125,0.018518518518518517,28,22,0.4074074074074074,70,58.333333333333336,20.0,0,,,,,,,18,14,18,17,1,7,-16,-7,10,5,6,-2,3,14,14,-3,0.1113013698630137,0.13681868743047831,-0.16125,-0.08666666666666666,0.12875,0.08814814814814816,-8,3,-0.07407407407407407,-13,0.0,3.0,1,,,,,,,0,0.5,0.5,2,0.5,0.0
5862,2016/2017,Pałac Bydgoszcz,Atom Trefl Sopot,0,1,3,4,0,88,101,189,16,25,25,23,26,28,21.0,25.0,,,69,28,69,89,12,6,95,9,36,23,156,14,13,50,32,13,340,-0.06741573033707865,0.14743589743589744,0.18840579710144928,0.14772727272727273,0.08695652173913043,0.06818181818181818,35,19,0.2159090909090909,108,57.0,21.333333333333332,2,0.5,0.5,57.5,21.5,0.23484047241318526,0.5,71,35,71,100,5,9,77,6,47,21,143,9,13,49,34,13,320,0.04,0.1888111888111888,0.18309859154929578,0.12871287128712872,0.1267605633802817,0.0891089108910891,20,30,0.297029702970297,90,55.666666666666664,23.333333333333332,1,0.0,0.0,49.0,20.0,0.2616822429906542,0.0,-2,-7,-2,-11,7,-3,18,3,-11,2,13,5,0,1,-2,0,-0.10741573033707866,-0.04137529137529136,0.005307205552153499,0.01901440144014402,-0.039804041641151255,-0.020927092709270928,15,-11,-0.0811206120612061,18,1.3333333333333357,-2.0,1,0.5,0.5,8.5,1.5,-0.02684177057746892,0.5,0,0.5,0.5,2,0.0,0.0
5863,2016/2017,PTPS Piła,Legionovia,0,3,0,3,1,75,59,134,25,20,25,21,25,18,,,,,52,23,52,72,9,7,52,1,23,12,76,6,6,34,45,11,200,-0.027777777777777776,0.2894736842105263,0.21153846153846154,0.14666666666666667,0.1346153846153846,0.09333333333333334,16,23,0.30666666666666664,58,43.0,15.333333333333334,1,0.0,0.0,32.0,28.0,0.04597701149425287,0.0,39,11,39,61,9,1,63,7,29,21,87,9,11,32,37,6,211,-0.13114754098360656,0.13793103448275862,0.15384615384615385,0.1016949152542373,0.02564102564102564,0.01694915254237288,25,20,0.3389830508474576,74,56.0,29.0,3,0.0,0.0,50.333333333333336,28.333333333333332,0.19531224947891612,0.0,13,12,13,11,0,6,-11,-6,-6,-9,-11,-3,-5,2,8,5,0.10336976320582879,0.1515426497277677,0.05769230769230768,0.04497175141242937,0.10897435897435898,0.07638418079096046,-9,3,-0.03231638418079097,-16,-13.0,-13.666666666666666,-2,0.0,0.0,-18.333333333333336,-0.33333333333333215,-0.14933523798466325,0.0,0,0.5,0.5,2,1.0,1.0
5864,2016/2017,Chemik Police,Developres Rzeszów,0,3,0,3,1,75,51,126,25,19,25,16,25,16,,,,,59,33,59,73,9,6,45,6,51,29,84,5,4,45,54,8,202,-0.0410958904109589,0.42857142857142855,0.13559322033898305,0.10666666666666667,0.1016949152542373,0.08,20,16,0.21333333333333335,49,72.33333333333333,19.333333333333332,2,1.0,1.0,65.0,17.5,0.3457759412304867,1.0,37,15,37,53,8,6,64,6,39,17,89,7,8,27,30,4,206,-0.03773584905660377,0.1348314606741573,0.10810810810810811,0.0784313725490196,0.16216216216216217,0.11764705882352941,21,14,0.27450980392156865,72,70.33333333333333,25.333333333333332,3,0.6666666666666666,0.6666666666666666,76.66666666666667,26.0,0.22010178117048343,0.6666666666666666,22,18,22,20,1,0,-19,0,12,12,-5,-2,-4,18,24,4,-0.0033600413543551297,0.29373996789727125,0.027485112230874936,0.028235294117647067,-0.060467246907924876,-0.03764705882352941,-1,2,-0.061176470588235304,-23,2.0,-6.0,-1,0.33333333333333337,0.33333333333333337,-11.666666666666671,-8.5,0.1256741600600033,0.33333333333333337,0,0.5,0.5,2,1.0,1.0
5865,2016/2017,Muszynianka Muszyna,KSZO Ostrowiec,0,3,2,5,1,106,97,203,25,20,18,25,23,25,25.0,20.0,15.0,7.0,73,32,73,106,6,4,82,10,32,15,136,12,13,56,41,13,324,-0.018867924528301886,0.22794117647058823,0.1780821917808219,0.12264150943396226,0.0547945205479452,0.03773584905660377,28,33,0.3113207547169811,95,75.33333333333333,31.0,3,0.6666666666666666,0.6666666666666666,70.33333333333333,23.333333333333332,0.24773879142300195,0.6666666666666666,75,24,75,97,15,10,100,4,51,24,159,15,13,52,33,13,356,-0.05154639175257732,0.1509433962264151,0.17333333333333334,0.13402061855670103,0.13333333333333333,0.10309278350515463,34,22,0.2268041237113402,113,62.0,26.666666666666668,2,0.0,0.0,63.0,26.0,0.14973660100778746,0.0,-2,8,-2,9,-9,-6,-18,6,-19,-9,-23,-3,0,4,8,0,0.032678467224275434,0.07699778024417314,0.004748858447488569,-0.011379109122738762,-0.07853881278538813,-0.06535693444855087,-6,11,0.08451663100564091,-18,13.333333333333329,4.333333333333332,1,0.6666666666666666,0.6666666666666666,7.333333333333329,-2.666666666666668,0.09800219041521449,0.6666666666666666,0,0.5,0.5,2,1.0,1.0
5866,2016/2017,Budowlani Łódź,ŁKS Commercecon Łódź,0,3,0,3,1,75,50,125,25,18,25,15,25,17,,,,,59,36,59,74,3,5,41,2,54,20,107,11,5,39,36,15,222,0.02702702702702703,0.21495327102803738,0.2542372881355932,0.2,0.0847457627118644,0.06666666666666667,16,16,0.21333333333333335,46,71.0,26.0,3,0.6666666666666666,0.6666666666666666,71.66666666666667,30.666666666666668,0.2245868945868946,0.6666666666666666,34,10,34,51,10,2,71,5,28,20,101,5,15,27,27,5,223,-0.1568627450980392,0.06930693069306931,0.14705882352941177,0.1,0.058823529411764705,0.04,20,16,0.32,86,49.0,19.0,2,0.5,0.5,62.5,22.5,0.2086720867208672,0.5,25,26,25,23,-7,3,-30,-3,26,0,6,6,-10,12,9,10,0.18388977212506624,0.14564634033496807,0.10717846460618144,0.1,0.025922233300099698,0.026666666666666665,-4,0,-0.10666666666666666,-40,22.0,7.0,1,0.16666666666666663,0.16666666666666663,9.166666666666671,8.166666666666668,0.01591480786602739,0.16666666666666663,0,0.5,0.5,0,0.5,0.5
