game_id,season,team_A,team_B,czy_playoff,sets_A,sets_B,number_of_sets,win_A,A_scoreboard_points,B_scoreboard_points,match_total_points,A_set1_points,B_set1_points,A_set2_points,B_set2_points,A_set3_points,B_set3_points,A_set4_points,B_set4_points,A_set5_points,B_set5_points,A_pts_total,A_pts_bp,A_pts_balance,A_srv_total,A_srv_errors,A_srv_aces,A_rec_total,A_rec_errors,A_rec_pos_pct,A_rec_perf_pct,A_atk_total,A_atk_errors,A_atk_blocked,A_atk_points,A_atk_success_pct,A_blk_points,A_actions,A_srv_eff,A_atk_eff,A_blk_share_skill,A_blk_share_impact,A_srv_share_skill,A_srv_share_impact,A_errors_total,A_opp_errors_pts,A_opp_errors_share,A_defense_total,A_pts_rolling3,A_errors_rolling3,A_matches_before,A_win_rate_prev,A_win_rate_last5,A_pts_prev_all,A_errors_prev_all,A_atk_eff_prev_all,A_win_streak_prev3,B_pts_total,B_pts_bp,B_pts_balance,B_srv_total,B_srv_errors,B_srv_aces,B_rec_total,B_rec_errors,B_rec_pos_pct,B_rec_perf_pct,B_atk_total,B_atk_errors,B_atk_blocked,B_atk_points,B_atk_success_pct,B_blk_points,B_actions,B_srv_eff,B_atk_eff,B_blk_share_skill,B_blk_share_impact,B_srv_share_skill,B_srv_share_impact,B_errors_total,B_opp_errors_pts,B_opp_errors_share,B_defense_total,B_pts_rolling3,B_errors_rolling3,B_matches_before,B_win_rate_prev,B_win_rate_last5,B_pts_prev_all,B_errors_prev_all,B_atk_eff_prev_all,B_win_streak_prev3,diff_pts_total,diff_pts_bp,diff_pts_balance,diff_srv_total,diff_srv_errors,diff_srv_aces,diff_rec_total,diff_rec_errors,diff_rec_pos_pct,diff_rec_perf_pct,diff_atk_total,diff_atk_errors,diff_atk_blocked,diff_atk_points,diff_atk_success_pct,diff_blk_points,diff_srv_eff,diff_atk_eff,diff_blk_share_skill,diff_blk_share_impact,diff_srv_share_skill,diff_srv_share_impact,diff_errors_total,diff_opp_errors_pts,diff_opp_errors_share,diff_defense_total,diff_pts_rolling3,diff_errors_rolling3,diff_matches_before,diff_win_rate_prev,diff_win_rate_last5,diff_pts_prev_all,diff_errors_prev_all,diff_atk_eff_prev_all,diff_win_streak_prev3,h2h_matches_before,h2h_win_rate_A,h2h_last_result_A,h2h_matches_before_all,h2h_win_rate_A_all,h2h_last_result_A_all
1001415,2018/2019,Chemik Police,MKS Kalisz,0,3,1,4,1,98,78,176,25,21,23,25,25,13,25.0,19.0,,,74,42,74,97,10,8,65,7,40,25,127,14,10,51,40,15,289,-0.020618556701030927,0.2125984251968504,0.20270270270270271,0.15306122448979592,0.10810810810810811,0.08163265306122448,31,24,0.24489795918367346,75,64.33333333333333,19.666666666666668,5,1.0,1.0,66.4,22.2,0.2894972795377671,1.0,53,19,53,79,14,7,87,8,26,10,121,8,15,36,30,10,287,-0.08860759493670886,0.10743801652892562,0.18867924528301888,0.1282051282051282,0.1320754716981132,0.08974358974358974,30,25,0.32051282051282054,102,,,3,0.3333333333333333,0.3333333333333333,52.666666666666664,26.666666666666668,0.14649682758514157,0.3333333333333333,21,23,21,18,-4,1,-22,-1,14,15,6,6,-5,15,10,5,0.06798903823567794,0.10516040866792478,0.014023457419683832,0.024856096284667728,-0.023967363590005092,-0.00811093668236526,1,-1,-0.07561486132914708,-27,,,2,0.6666666666666667,0.6666666666666667,13.733333333333341,-4.466666666666669,0.14300045195262553,0.6666666666666667,0,0.5,0.5,0,0.5,0.5
1001416,2018/2019,ŁKS Commercecon Łódź,PTPS Piła,0,3,0,3,1,76,62,138,25,22,26,24,25,16,,,,,59,27,59,74,11,4,60,5,55,29,96,5,8,45,47,10,230,-0.0945945945945946,0.3333333333333333,0.1694915254237288,0.13157894736842105,0.06779661016949153,0.05263157894736842,21,17,0.2236842105263158,68,65.0,17.666666666666668,5,0.8,0.8,68.4,20.6,0.26697456008013487,0.6666666666666666,43,21,43,64,4,5,63,4,56,25,95,7,10,30,32,8,222,0.015625,0.1368421052631579,0.18604651162790697,0.12903225806451613,0.11627906976744186,0.08064516129032258,15,19,0.3064516129032258,73,60.666666666666664,20.0,3,0.3333333333333333,0.3333333333333333,65.33333333333333,25.0,0.24095862940843107,0.3333333333333333,16,6,16,10,7,-1,-3,1,-1,4,1,-2,-2,15,15,2,-0.1102195945945946,0.1964912280701754,-0.016554986204178168,0.00254668930390492,-0.048482459597950334,-0.02801358234295416,6,-2,-0.08276740237691002,-5,4.333333333333336,-2.333333333333332,2,0.46666666666666673,0.46666666666666673,3.066666666666677,-4.399999999999999,0.026015930671703796,0.3333333333333333,0,0.5,0.5,4,0.5,1.0
1001417,2018/2019,Radomka Radom,Developres Rzeszów,0,1,3,4,0,79,103,182,30,28,14,25,21,25,14.0,25.0,,,64,25,64,80,12,10,92,5,31,19,150,14,17,46,31,8,322,-0.025,0.1,0.125,0.10126582278481013,0.15625,0.12658227848101267,31,15,0.189873417721519,109,62.333333333333336,27.333333333333332,5,0.2,0.2,57.2,25.6,0.1842720398651002,0.3333333333333333,73,37,73,102,10,5,68,10,28,15,132,3,8,51,39,17,302,-0.049019607843137254,0.30303030303030304,0.2328767123287671,0.1650485436893204,0.0684931506849315,0.04854368932038835,23,30,0.2912621359223301,76,49.666666666666664,20.333333333333332,3,0.6666666666666666,0.6666666666666666,66.33333333333333,20.666666666666668,0.2400798312965238,0.6666666666666666,-9,-12,-9,-22,2,5,24,-5,3,4,18,11,9,-5,-8,-9,0.024019607843137253,-0.20303030303030303,-0.10787671232876711,-0.06378272090451027,0.0877568493150685,0.07803858916062431,8,-15,-0.10138871820081108,33,12.666666666666671,7.0,2,-0.4666666666666666,-0.4666666666666666,-9.133333333333326,4.933333333333334,-0.05580779143142359,-0.3333333333333333,0,0.5,0.5,0,0.5,0.5
1001418,2018/2019,Developres Rzeszów,Legionovia,0,3,0,3,1,76,67,143,25,22,25,21,26,24,,,,,61,26,61,75,8,1,62,4,50,19,118,10,7,53,45,7,255,-0.09333333333333334,0.3050847457627119,0.11475409836065574,0.09210526315789473,0.01639344262295082,0.013157894736842105,22,15,0.19736842105263158,69,78.66666666666667,23.666666666666668,4,0.75,0.75,68.0,21.25,0.25581744922996863,0.6666666666666666,46,19,46,68,6,4,67,1,40,21,109,5,7,35,32,7,244,-0.029411764705882353,0.21100917431192662,0.15217391304347827,0.1044776119402985,0.08695652173913043,0.05970149253731343,12,21,0.31343283582089554,74,62.666666666666664,26.333333333333332,5,0.4,0.4,60.2,23.8,0.2077985301958178,0.6666666666666666,15,7,15,7,2,-3,-5,3,10,-2,9,5,0,18,13,0,-0.06392156862745099,0.09407557145078527,-0.03741981468282253,-0.012372348782403772,-0.07056307911617961,-0.04654359780047133,10,-6,-0.11606441476826396,-5,16.000000000000007,-2.6666666666666643,-1,0.35,0.35,7.799999999999997,-2.5500000000000007,0.04801891903415084,0.0,0,0.5,0.5,6,0.8333333333333334,1.0
1001419,2018/2019,PTPS Piła,Radomka Radom,0,3,1,4,1,95,74,169,25,15,20,25,25,19,25.0,15.0,,,65,33,65,94,4,4,60,7,23,12,113,9,6,44,39,17,267,0.0,0.25663716814159293,0.26153846153846155,0.17894736842105263,0.06153846153846154,0.042105263157894736,20,30,0.3157894736842105,66,60.0,24.666666666666668,4,0.25,0.25,59.75,22.5,0.21492949837211278,0.0,54,14,54,75,15,7,90,4,41,19,128,10,17,41,32,6,293,-0.10666666666666667,0.109375,0.1111111111111111,0.08108108108108109,0.12962962962962962,0.0945945945945946,29,20,0.2702702702702703,107,49.5,23.0,6,0.16666666666666666,0.2,58.333333333333336,26.5,0.17022669988758352,0.3333333333333333,11,19,11,19,-11,-3,-30,3,-18,-7,-15,-1,-11,3,7,11,0.10666666666666667,0.14726216814159293,0.15042735042735045,0.09786628733997155,-0.06809116809116808,-0.052489331436699864,-9,10,0.045519203413940224,-41,10.5,1.6666666666666679,-2,0.08333333333333334,0.04999999999999999,1.4166666666666643,-4.0,0.044702798484529266,-0.3333333333333333,0,0.5,0.5,0,0.5,0.5
1001420,2018/2019,MKS Kalisz,ŁKS Commercecon Łódź,0,1,3,4,0,92,96,188,25,19,21,25,21,25,25.0,27.0,,,66,32,66,93,8,8,85,8,48,33,146,8,17,45,31,13,324,0.0,0.136986301369863,0.19696969696969696,0.14130434782608695,0.12121212121212122,0.08695652173913043,24,26,0.2826086956521739,102,52.666666666666664,26.666666666666668,4,0.25,0.25,52.75,27.5,0.1367321248210876,0.0,76,36,76,95,10,8,85,8,50,35,156,10,13,51,33,17,336,-0.021052631578947368,0.1794871794871795,0.2236842105263158,0.17708333333333334,0.10526315789473684,0.08333333333333333,28,20,0.20833333333333334,98,57.333333333333336,23.666666666666668,6,0.8333333333333334,0.8,66.83333333333333,20.666666666666668,0.2780343556223346,0.6666666666666666,-10,-4,-10,-2,-2,0,0,0,-2,-2,-10,-2,4,-6,-2,-4,0.021052631578947368,-0.04250087811731648,-0.02671451355661883,-0.0357789855072464,0.01594896331738438,0.0036231884057971037,-4,6,0.07427536231884055,4,-4.666666666666671,3.0,-2,-0.5833333333333334,-0.55,-14.083333333333329,6.833333333333332,-0.141302230801247,-0.6666666666666666,0,0.5,0.5,0,0.5,0.5
1001421,2018/2019,Developres Rzeszów,KSZO Ostrowiec,0,3,0,3,1,80,59,139,30,28,25,13,25,18,,,,,61,29,61,79,15,10,52,3,42,25,100,6,3,43,43,8,231,-0.06329113924050633,0.34,0.13114754098360656,0.1,0.16393442622950818,0.125,24,19,0.2375,55,72.0,21.666666666666668,5,0.8,0.8,66.6,21.4,0.2656709085365173,1.0,37,11,37,60,8,3,64,10,31,16,97,5,8,31,32,3,221,-0.08333333333333333,0.18556701030927836,0.08108108108108109,0.05084745762711865,0.08108108108108109,0.05084745762711865,23,22,0.3728813559322034,72,47.333333333333336,27.666666666666668,5,0.2,0.2,50.4,28.0,0.18598345686497314,0.0,24,18,24,19,7,7,-12,-7,11,9,3,1,-5,12,11,5,0.020042194092826995,0.15443298969072167,0.05006645990252548,0.04915254237288136,0.0828533451484271,0.07415254237288135,1,-3,-0.1353813559322034,-17,24.666666666666664,-6.0,0,0.6000000000000001,0.6000000000000001,16.199999999999996,-6.600000000000001,0.07968745167154417,1.0,0,0.5,0.5,9,0.7777777777777778,0.0
1001422,2018/2019,BKS Bielsko-Biała,Chemik Police,0,0,3,3,0,57,75,132,19,25,15,25,23,25,,,,,42,15,42,59,7,1,67,8,40,16,93,7,9,30,32,11,219,-0.1016949152542373,0.15053763440860216,0.2619047619047619,0.19298245614035087,0.023809523809523808,0.017543859649122806,22,15,0.2631578947368421,76,54.666666666666664,24.0,4,0.5,0.5,58.75,24.0,0.20810063182551758,0.6666666666666666,58,30,58,73,6,8,52,1,50,27,97,8,11,41,42,9,222,0.0273972602739726,0.2268041237113402,0.15517241379310345,0.12,0.13793103448275862,0.10666666666666667,15,17,0.22666666666666666,63,66.66666666666667,21.333333333333332,6,1.0,1.0,67.66666666666667,23.666666666666668,0.276680803814281,1.0,-16,-15,-16,-14,1,-7,15,7,-10,-11,-4,-1,-2,-11,-10,2,-0.1290921755282099,-0.07626648930273805,0.10673234811165846,0.07298245614035087,-0.11412151067323481,-0.08912280701754387,7,-2,0.036491228070175435,13,-12.000000000000007,2.666666666666668,-2,-0.5,-0.5,-8.916666666666671,0.33333333333333215,-0.06858017198876343,-0.33333333333333337,0,0.5,0.5,6,0.16666666666666666,0.0
1001423,2018/2019,Budowlani Łódź,Pałac Bydgoszcz,0,1,3,4,0,95,92,187,24,26,25,16,23,25,23.0,25.0,,,68,33,68,96,10,4,81,8,46,29,144,6,10,52,36,12,321,-0.0625,0.25,0.17647058823529413,0.12631578947368421,0.058823529411764705,0.042105263157894736,24,27,0.28421052631578947,91,62.333333333333336,19.333333333333332,4,1.0,1.0,64.0,24.25,0.29831454947999436,1.0,71,38,71,91,10,8,87,4,40,20,158,12,12,53,34,10,336,-0.02197802197802198,0.18354430379746836,0.14084507042253522,0.10869565217391304,0.11267605633802817,0.08695652173913043,26,21,0.22826086956521738,99,63.333333333333336,25.0,6,0.5,0.6,60.0,20.5,0.19417919347430626,1.0,-3,-5,-3,5,0,-4,-6,4,6,9,-14,-6,-2,-1,2,2,-0.04052197802197802,0.06645569620253164,0.03562551781275891,0.017620137299771174,-0.053852526926263466,-0.044851258581235696,-2,6,0.05594965675057209,-8,-1.0,-5.666666666666668,-2,0.5,0.4,4.0,3.75,0.1041353560056881,0.0,0,0.5,0.5,6,1.0,1.0
1001424,2018/2019,KSZO Ostrowiec,Volley Wrocław,0,3,1,4,1,93,82,175,18,25,25,17,25,19,25.0,21.0,,,59,29,59,91,7,4,67,6,45,22,118,7,8,45,38,10,276,-0.03296703296703297,0.2542372881355932,0.1694915254237288,0.10752688172043011,0.06779661016949153,0.043010752688172046,20,34,0.3655913978494624,75,54.0,25.333333333333332,6,0.16666666666666666,0.0,48.166666666666664,27.166666666666668,0.18591404910569068,0.0,63,24,63,83,16,6,84,4,38,18,135,10,10,49,36,8,302,-0.12048192771084337,0.21481481481481482,0.12698412698412698,0.0975609756097561,0.09523809523809523,0.07317073170731707,30,19,0.23170731707317074,94,55.0,26.0,6,0.16666666666666666,0.2,58.833333333333336,27.166666666666668,0.14455605568315563,0.0,-4,5,-4,8,-9,-2,-17,2,7,4,-17,-3,-2,-4,2,2,0.08751489474381041,0.03942247332077839,0.04250739843960183,0.009965906110674008,-0.027441485068603708,-0.030159979019145022,-10,15,0.13388408077629163,-19,-1.0,-0.6666666666666679,0,0.0,-0.2,-10.666666666666671,0.0,0.041357993422535044,0.0,0,0.5,0.5,8,0.25,1.0
1001425,2018/2019,Legionovia,Volley Wrocław,0,2,3,5,0,101,105,206,20,25,25,18,25,21,17.0,25.0,14.0,16.0,76,32,76,99,18,8,91,5,37,22,149,10,16,55,37,13,339,-0.10101010101010101,0.19463087248322147,0.17105263157894737,0.12871287128712872,0.10526315789473684,0.07920792079207921,33,25,0.24752475247524752,107,54.666666666666664,15.0,6,0.3333333333333333,0.4,57.833333333333336,21.833333333333332,0.20833363754850262,0.6666666666666666,74,34,74,103,12,5,81,8,27,14,144,7,13,53,37,16,328,-0.06796116504854369,0.22916666666666666,0.21621621621621623,0.1523809523809524,0.06756756756756757,0.047619047619047616,27,31,0.29523809523809524,94,58.333333333333336,27.0,7,0.14285714285714285,0.2,59.42857142857143,27.571428571428573,0.15459302127339264,0.0,2,-2,2,-4,6,3,10,-3,10,8,5,3,3,2,0,-3,-0.03304893596155732,-0.034535794183445184,-0.045163584637268855,-0.02366808109382368,0.037695590327169265,0.03158887317303159,6,-6,-0.04771334276284772,13,-3.6666666666666714,-12.0,-1,0.19047619047619047,0.2,-1.595238095238095,-5.738095238095241,0.05374061627510998,0.6666666666666666,0,0.5,0.5,6,0.3333333333333333,1.0
1001426,2018/2019,Pałac Bydgoszcz,KSZO Ostrowiec,0,3,0,3,1,75,58,133,25,19,25,17,25,22,,,,,54,26,54,74,2,7,47,2,38,23,92,7,6,39,42,8,213,0.06756756756756757,0.2826086956521739,0.14814814814814814,0.10666666666666667,0.12962962962962962,0.09333333333333334,11,21,0.28,53,56.666666666666664,16.0,7,0.5714285714285714,0.8,61.57142857142857,21.285714285714285,0.19265992352047226,1.0,43,8,43,59,12,2,72,7,39,15,101,6,8,35,35,6,232,-0.1694915254237288,0.2079207920792079,0.13953488372093023,0.10344827586206896,0.046511627906976744,0.034482758620689655,25,15,0.25862068965517243,80,36.666666666666664,23.666666666666668,7,0.2857142857142857,0.2,49.714285714285715,26.142857142857142,0.1956745118242482,0.3333333333333333,11,18,11,15,-10,5,-25,-5,-1,8,-9,1,-2,4,7,2,0.23705909299129638,0.07468790357296598,0.00861326442721791,0.0032183908045977094,0.08311800172265288,0.05885057471264368,-14,6,0.021379310344827596,-27,20.0,-7.666666666666668,0,0.2857142857142857,0.6000000000000001,11.857142857142854,-4.857142857142858,-0.0030145883037759336,0.6666666666666667,0,0.5,0.5,6,0.5,0.0
1001427,2018/2019,Chemik Police,Budowlani Łódź,0,2,3,5,0,105,106,211,23,25,25,20,23,25,25.0,21.0,9.0,15.0,77,34,77,106,15,7,90,6,35,18,152,14,15,58,38,12,348,-0.07547169811320754,0.19078947368421054,0.15584415584415584,0.11428571428571428,0.09090909090909091,0.06666666666666667,35,28,0.26666666666666666,105,68.66666666666667,26.0,7,1.0,1.0,66.28571428571429,22.428571428571427,0.2695555637995751,1.0,72,26,72,105,15,6,91,7,48,33,149,10,12,51,34,15,345,-0.08571428571428572,0.19463087248322147,0.20833333333333334,0.14150943396226415,0.08333333333333333,0.05660377358490566,32,34,0.32075471698113206,103,71.33333333333333,27.333333333333332,5,0.8,0.8,64.8,24.2,0.2886516395839955,0.6666666666666666,5,8,5,1,0,1,-1,-1,-13,-15,3,4,3,7,4,-3,0.01024258760107817,-0.0038413987990109366,-0.0524891774891775,-0.027223719676549865,0.007575757575757583,0.010062893081761004,3,-6,-0.0540880503144654,2,-2.666666666666657,-1.3333333333333321,2,0.19999999999999996,0.19999999999999996,1.4857142857142946,-1.7714285714285722,-0.019096075784420352,0.33333333333333337,0,0.5,0.5,11,0.8181818181818182,1.0
1001428,2018/2019,ŁKS Commercecon Łódź,BKS Bielsko-Biała,0,3,0,3,1,79,69,148,25,20,25,22,29,27,,,,,53,25,53,77,9,4,60,1,58,30,98,8,7,41,42,8,235,-0.06493506493506493,0.2653061224489796,0.1509433962264151,0.10126582278481013,0.07547169811320754,0.05063291139240506,18,26,0.3291139240506329,67,65.33333333333333,20.333333333333332,7,0.8571428571428571,0.8,68.14285714285714,21.714285714285715,0.2639561876030267,0.6666666666666666,52,21,52,71,11,1,68,4,52,30,110,11,8,44,40,7,249,-0.14084507042253522,0.22727272727272727,0.1346153846153846,0.10144927536231885,0.019230769230769232,0.014492753623188406,26,17,0.2463768115942029,76,61.333333333333336,23.666666666666668,5,0.4,0.4,55.4,23.6,0.1965880323421345,0.3333333333333333,1,4,1,6,-2,3,-8,-3,6,0,-12,-3,-1,-3,2,1,0.07591000548747029,0.038033395176252344,0.01632801161103048,-0.00018345257750872201,0.05624092888243831,0.036140157769216655,-8,9,0.08273711245642998,-9,3.999999999999993,-3.3333333333333357,2,0.4571428571428571,0.4,12.74285714285714,-1.8857142857142861,0.06736815526089218,0.3333333333333333,0,0.5,0.5,4,0.75,1.0
1001429,2018/2019,Radomka Radom,MKS Kalisz,0,3,0,3,1,75,46,121,25,9,25,20,25,17,,,,,56,34,56,73,5,9,45,3,40,18,92,9,5,33,36,14,210,0.0547945205479452,0.20652173913043478,0.25,0.18666666666666668,0.16071428571428573,0.12,17,19,0.25333333333333335,50,72.66666666666667,28.666666666666668,7,0.14285714285714285,0.2,57.714285714285715,26.857142857142858,0.161533599903643,0.3333333333333333,31,13,31,48,3,3,68,9,28,15,93,13,14,23,25,5,209,0.0,-0.043010752688172046,0.16129032258064516,0.10869565217391304,0.0967741935483871,0.06521739130434782,25,15,0.32608695652173914,82,53.0,30.0,5,0.2,0.2,55.4,26.8,0.13678296013084268,0.0,25,21,25,25,2,6,-23,-6,12,3,-1,-4,-9,10,11,9,0.0547945205479452,0.24953249181860682,0.08870967741935484,0.07797101449275363,0.06394009216589863,0.05478260869565217,-8,4,-0.07275362318840578,-32,19.66666666666667,-1.3333333333333321,2,-0.05714285714285716,0.0,2.3142857142857167,0.05714285714285694,0.024750639772800315,0.3333333333333333,0,0.5,0.5,0,0.5,0.5
1001430,2018/2019,Developres Rzeszów,PTPS Piła,0,3,2,5,1,107,92,199,25,15,20,25,22,25,25.0,18.0,15.0,9.0,76,37,76,107,14,9,85,3,40,17,143,9,13,56,39,11,335,-0.04672897196261682,0.23776223776223776,0.14473684210526316,0.102803738317757,0.11842105263157894,0.08411214953271028,26,31,0.2897196261682243,98,69.33333333333333,22.333333333333332,6,0.8333333333333334,0.8,65.66666666666667,21.833333333333332,0.2780590904470977,1.0,63,27,63,92,7,3,93,9,38,25,128,12,11,47,37,13,313,-0.043478260869565216,0.1875,0.20634920634920634,0.14130434782608695,0.047619047619047616,0.03260869565217391,28,29,0.31521739130434784,104,57.333333333333336,20.0,5,0.4,0.4,60.8,22.0,0.2232710323260088,0.3333333333333333,13,10,13,15,7,6,-8,-6,2,-8,15,-3,2,9,2,-2,-0.0032507110930516045,0.05026223776223776,-0.061612364243943174,-0.03850060950832994,0.07080200501253132,0.051503453880536364,-2,2,-0.025497765136123562,-6,11.999999999999993,2.333333333333332,1,0.43333333333333335,0.4,4.866666666666674,-0.16666666666666785,0.05478805812108889,0.6666666666666667,0,0.5,0.5,6,0.5,1.0
1001431,2018/2019,PTPS Piła,Legionovia,0,0,3,3,0,62,75,137,22,25,17,25,23,25,,,,,45,14,45,64,6,2,67,3,26,6,88,7,4,32,36,11,219,-0.0625,0.23863636363636365,0.24444444444444444,0.1774193548387097,0.044444444444444446,0.03225806451612903,16,17,0.27419354838709675,71,62.333333333333336,23.333333333333332,6,0.3333333333333333,0.2,61.166666666666664,23.0,0.21730919360500733,0.3333333333333333,58,19,58,73,6,3,58,2,36,16,107,6,11,51,48,4,238,-0.0410958904109589,0.3177570093457944,0.06896551724137931,0.05333333333333334,0.05172413793103448,0.04,14,17,0.22666666666666666,69,62.0,24.333333333333332,7,0.2857142857142857,0.4,60.42857142857143,23.428571428571427,0.20637609968203385,0.3333333333333333,-13,-5,-13,-9,0,-1,9,1,-10,-10,-19,1,-7,-19,-12,7,-0.021404109589041098,-0.07912064570943073,0.17547892720306513,0.12408602150537634,-0.007279693486590036,-0.0077419354838709695,2,0,0.0475268817204301,2,0.3333333333333357,-1.0,-1,0.047619047619047616,-0.2,0.7380952380952337,-0.42857142857142705,0.01093309392297348,0.0,0,0.5,0.5,6,0.8333333333333334,1.0
1001432,2018/2019,PTPS Piła,Budowlani Łódź,0,1,3,4,0,86,91,177,25,16,20,25,19,25,22.0,25.0,,,65,32,65,87,7,6,78,6,38,18,124,11,17,45,36,14,289,-0.011494252873563218,0.13709677419354838,0.2153846153846154,0.16279069767441862,0.09230769230769231,0.06976744186046512,24,21,0.2441860465116279,95,57.333333333333336,20.0,7,0.2857142857142857,0.2,58.857142857142854,22.0,0.2203559321809154,0.3333333333333333,68,33,68,90,12,6,80,6,51,29,109,7,14,45,41,17,279,-0.06666666666666667,0.22018348623853212,0.25,0.18681318681318682,0.08823529411764706,0.06593406593406594,25,23,0.25274725274725274,94,66.0,27.666666666666668,6,0.8333333333333334,0.8,66.0,25.5,0.2729815117338665,0.6666666666666666,-3,-1,-3,-3,-5,0,-2,0,-13,-11,15,4,3,0,-5,-3,0.05517241379310345,-0.08308671204498375,-0.0346153846153846,-0.0240224891387682,0.004072398190045248,0.0038333759263991796,-1,-2,-0.00856120623562484,1,-8.666666666666664,-7.666666666666668,1,-0.5476190476190477,-0.6000000000000001,-7.142857142857146,-3.5,-0.05262557955295108,-0.3333333333333333,0,0.5,0.5,6,0.3333333333333333,0.0
1001433,2018/2019,MKS Kalisz,Developres Rzeszów,0,0,3,3,0,60,75,135,19,25,21,25,20,25,,,,,43,17,43,61,7,3,65,5,42,25,120,9,12,32,27,8,246,-0.06557377049180328,0.09166666666666666,0.18604651162790697,0.13333333333333333,0.06976744186046512,0.05,21,17,0.2833333333333333,77,48.0,22.666666666666668,6,0.16666666666666666,0.0,51.333333333333336,26.5,0.10681734132767355,0.0,55,29,55,74,9,5,54,3,35,28,118,5,8,38,32,12,246,-0.05405405405405406,0.211864406779661,0.21818181818181817,0.16,0.09090909090909091,0.06666666666666667,17,20,0.26666666666666666,62,56.0,19.666666666666668,7,0.8571428571428571,1.0,67.14285714285714,22.428571428571427,0.2723023972064035,1.0,-12,-12,-12,-13,-2,-2,11,2,7,-3,2,4,4,-6,-5,-4,-0.011519716437749225,-0.12019774011299435,-0.0321353065539112,-0.026666666666666672,-0.021141649048625796,-0.016666666666666663,4,-3,0.016666666666666663,15,-8.0,3.0,-1,-0.6904761904761905,-1.0,-15.809523809523803,4.071428571428573,-0.16548505587872991,-1.0,0,0.5,0.5,0,0.5,0.5
1001434,2018/2019,BKS Bielsko-Biała,Radomka Radom,0,1,3,4,0,90,92,182,23,25,25,16,24,26,18.0,25.0,,,67,27,67,91,15,9,80,6,48,25,119,12,9,49,41,9,290,-0.06593406593406594,0.23529411764705882,0.13432835820895522,0.1,0.13432835820895522,0.1,33,23,0.25555555555555554,89,51.333333333333336,24.0,6,0.3333333333333333,0.4,54.833333333333336,24.0,0.20170214816389997,0.0,61,25,61,91,11,6,76,9,43,22,119,11,9,46,39,9,286,-0.054945054945054944,0.2184873949579832,0.14754098360655737,0.09782608695652174,0.09836065573770492,0.06521739130434782,31,31,0.33695652173913043,85,51.0,25.0,8,0.25,0.4,57.5,25.625,0.16715711730699198,0.3333333333333333,6,2,6,0,4,3,4,-3,5,3,0,1,0,3,2,0,-0.010989010989010992,0.016806722689075626,-0.013212625397602151,0.002173913043478262,0.03596770247125031,0.03478260869565218,2,-8,-0.0814009661835749,4,0.3333333333333357,-1.0,-2,0.08333333333333331,0.0,-2.6666666666666643,-1.625,0.03454503085690799,-0.3333333333333333,0,0.5,0.5,0,0.5,0.5
1001435,2018/2019,Budowlani Łódź,ŁKS Commercecon Łódź,0,1,3,4,0,86,98,184,25,23,22,25,23,25,16.0,25.0,,,67,26,67,87,12,7,91,6,57,28,120,12,10,52,43,8,298,-0.05747126436781609,0.25,0.11940298507462686,0.09302325581395349,0.1044776119402985,0.08139534883720931,30,19,0.22093023255813954,101,66.0,23.333333333333332,7,0.8571428571428571,0.8,66.28571428571429,25.428571428571427,0.2654389366631044,0.6666666666666666,71,32,71,97,6,6,75,7,51,27,114,11,8,55,48,10,286,0.0,0.3157894736842105,0.14084507042253522,0.10204081632653061,0.08450704225352113,0.061224489795918366,24,27,0.2755102040816326,83,74.33333333333333,26.0,8,0.875,0.8,66.25,21.25,0.2641249294587708,1.0,-4,-6,-4,-10,6,1,16,-1,6,1,6,1,2,-3,-5,-2,-0.05747126436781609,-0.06578947368421051,-0.021442085347908355,-0.009017560512577127,0.01997056968677738,0.020170859041290942,6,-8,-0.05457997152349309,18,-8.333333333333329,-2.666666666666668,-1,-0.017857142857142905,0.0,0.035714285714291805,4.178571428571427,0.0013140072043336115,-0.33333333333333337,0,0.5,0.5,4,0.75,0.0
1001436,2018/2019,KSZO Ostrowiec,Chemik Police,0,0,3,3,0,47,75,122,12,25,19,25,16,25,,,,,30,5,30,48,10,1,71,8,32,11,90,5,6,28,31,1,209,-0.1875,0.18888888888888888,0.03333333333333333,0.02127659574468085,0.03333333333333333,0.02127659574468085,23,17,0.3617021276595745,77,56.333333333333336,25.666666666666668,8,0.25,0.2,48.875,26.0,0.19720529685611815,0.3333333333333333,57,31,57,74,3,8,38,1,50,26,78,7,1,43,55,6,190,0.06756756756756757,0.44871794871794873,0.10526315789473684,0.08,0.14035087719298245,0.10666666666666667,11,18,0.24,39,64.66666666666667,20.333333333333332,8,0.875,0.8,67.625,24.0,0.2597098025351546,0.6666666666666666,-27,-26,-27,-26,7,-7,33,7,-18,-15,12,-2,5,-15,-24,-5,-0.25506756756756754,-0.25982905982905985,-0.07192982456140351,-0.05872340425531915,-0.10701754385964912,-0.08539007092198582,12,-1,0.1217021276595745,38,-8.333333333333336,5.333333333333336,0,-0.625,-0.6000000000000001,-18.75,2.0,-0.06250450567903643,-0.3333333333333333,0,0.5,0.5,6,0.0,0.0
