game_id,season,date
6018,2016/2017,30.12.2016
6019,2016/2017,30.12.2016
6022,2016/2017,04.01.2017
6025,2016/2017,04.01.2017
6026,2016/2017,04.01.2017
6021,2016/2017,04.01.2017
6023,2016/2017,04.01.2017
6020,2016/2017,22.02.2017
6024,2016/2017,01.03.2017
5851,2016/2017,07.01.2017
5850,2016/2017,07.01.2017
5848,2016/2017,07.01.2017
5852,2016/2017,08.01.2017
5853,2016/2017,09.01.2017
5849,2016/2017,07.02.2017
6027,2016/2017,22.03.2017
5859,2016/2017,13.01.2017
5855,2016/2017,13.01.2017
5857,2016/2017,14.01.2017
5856,2016/2017,14.01.2017
5854,2016/2017,15.01.2017
5861,2016/2017,16.01.2017
5860,2016/2017,23.02.2017
5864,2016/2017,21.01.2017
5867,2016/2017,21.01.2017
5863,2016/2017,21.01.2017
5865,2016/2017,21.01.2017
5862,2016/2017,22.01.2017
5866,2016/2017,22.01.2017
5868,2016/2017,22.01.2017
5874,2016/2017,28.01.2017
5872,2016/2017,28.01.2017
5873,2016/2017,28.01.2017
5876,2016/2017,28.01.2017
5870,2016/2017,29.01.2017
5875,2016/2017,29.01.2017
5871,2016/2017,29.01.2017
5883,2016/2017,10.02.2017
5878,2016/2017,11.02.2017
5882,2016/2017,11.02.2017
5884,2016/2017,11.02.2017
5879,2016/2017,11.02.2017
5877,2016/2017,11.02.2017
5881,2016/2017,12.02.2017
5889,2016/2017,05.02.2017
5888,2016/2017,15.02.2017
5890,2016/2017,15.02.2017
5892,2016/2017,15.02.2017
5887,2016/2017,15.02.2017
5885,2016/2017,15.02.2017
5886,2016/2017,15.02.2017
5897,2016/2017,18.02.2017
5898,2016/2017,19.02.2017
5893,2016/2017,19.02.2017
5894,2016/2017,19.02.2017
5899,2016/2017,19.02.2017
5895,2016/2017,20.02.2017
5896,2016/2017,20.02.2017
5901,2016/2017,25.02.2017
5907,2016/2017,25.02.2017
5904,2016/2017,26.02.2017
5905,2016/2017,26.02.2017
5900,2016/2017,26.02.2017
5906,2016/2017,27.02.2017
5903,2016/2017,21.03.2017
5911,2016/2017,04.03.2017
5912,2016/2017,04.03.2017
5914,2016/2017,05.03.2017
5908,2016/2017,05.03.2017
5910,2016/2017,05.03.2017
5909,2016/2017,05.03.2017
5915,2016/2017,06.03.2017
5918,2016/2017,10.03.2017
5920,2016/2017,11.03.2017
5922,2016/2017,11.03.2017
5917,2016/2017,12.03.2017
5919,2016/2017,12.03.2017
5921,2016/2017,12.03.2017
5916,2016/2017,13.03.2017
5930,2016/2017,15.03.2017
5927,2016/2017,16.03.2017
5926,2016/2017,17.03.2017
5925,2016/2017,18.03.2017
5923,2016/2017,18.03.2017
5928,2016/2017,19.03.2017
5929,2016/2017,20.03.2017
5938,2016/2017,25.03.2017
5932,2016/2017,26.03.2017
5931,2016/2017,26.03.2017
5937,2016/2017,26.03.2017
5933,2016/2017,27.03.2017
5934,2016/2017,27.03.2017
5936,2016/2017,28.03.2017
6190,2016/2017,03.04.2017
6192,2016/2017,04.04.2017
6191,2016/2017,08.04.2017
6193,2016/2017,10.04.2017
6236,2016/2017,14.04.2017
6237,2016/2017,19.04.2017
6238,2016/2017,13.04.2017
6239,2016/2017,19.04.2017
6188,2016/2017,30.03.2017
6189,2016/2017,07.04.2017
6200,2016/2017,03.04.2017
6201,2016/2017,09.04.2017
6196,2016/2017,02.04.2017
6197,2016/2017,08.04.2017
6198,2016/2017,03.04.2017
6199,2016/2017,07.04.2017
6194,2016/2017,02.04.2017
6195,2016/2017,08.04.2017
6248,2016/2017,22.04.2017
6249,2016/2017,23.04.2017
6262,2016/2017,27.04.2017
6263,2016/2017,28.04.2017
6599,2017/2018,14.10.2017
6610,2017/2018,14.10.2017
6654,2017/2018,15.10.2017
6632,2017/2018,15.10.2017
6505,2017/2018,16.10.2017
6621,2017/2018,16.10.2017
6643,2017/2018,16.10.2017
6550,2017/2018,20.10.2017
6665,2017/2018,21.10.2017
6517,2017/2018,21.10.2017
6528,2017/2018,21.10.2017
6506,2017/2018,22.10.2017
6676,2017/2018,23.10.2017
6539,2017/2018,25.10.2017
