game_id,season,date,team_A,team_B,number_of_sets,is_playoff,win_A,diff_atk_eff,diff_so_eff,diff_blk_per_set,diff_atk_blocked_rate,diff_srv_eff,diff_rec_pos_pct,diff_srv_ace_rate,diff_error_total_rate,diff_opp_errors_share,diff_wl_per_set
5405,2015/2016,2015-10-24,Muszynianka Muszyna,Chemik Police,3,0,0,-0.10714285714285715,-0.10797060486150367,0.33333333333333304,0.013278388278388273,0.0735966735966736,2.0,0.005613305613305614,-0.02074253430185634,0.11708333333333334,-2.666666666666667
5407,2015/2016,2015-10-25,Volley Wrocław,Developres Rzeszów,3,0,1,-0.005479452054794498,0.5379256965944272,-2.333333333333333,0.06484018264840183,0.2804691483936767,27.0,0.07853136155022948,-0.08017760538940491,0.08333333333333331,6.333333333333333
5409,2015/2016,2015-10-26,MKS Dąbrowa Górnicza,PTPS Piła,3,0,1,0.3472686733556299,0.6867521367521368,0.0,-0.0050167224080267525,0.12458800263678313,29.0,0.12425840474620964,-0.0798176291793313,-0.12166666666666665,14.666666666666666
5410,2015/2016,2015-10-26,Legionovia,KSZO Ostrowiec,3,0,1,0.082483781278962,0.29854981084489274,0.0,0.004236727128293392,0.05607099636950383,2.0,0.00786607503025414,-0.03607087457123505,0.10020242914979755,3.0
5474,2015/2016,2015-10-28,Pałac Bydgoszcz,Budowlani Łódź,3,0,0,-0.13545454545454544,-0.19064039408866995,-1.9999999999999998,0.06454545454545454,-0.01676901275389702,-30.0,-0.05786490316485592,0.020856082113998684,0.07238095238095235,-9.666666666666668
5414,2015/2016,2015-10-31,Pałac Bydgoszcz,BKS Bielsko-Biała,3,0,0,-0.17237903225806453,-0.11128526645768033,-2.333333333333333,0.07661290322580647,0.03225806451612903,-8.0,0.0008837825894829898,-0.006657763071341721,0.09999999999999998,-7.666666666666667
5417,2015/2016,2015-10-31,KSZO Ostrowiec,Budowlani Łódź,3,0,0,-0.22545409916543938,-0.2570806100217864,-4.0,0.11892488954344625,-0.0351027397260274,-3.0,0.0526541095890411,0.0151286243506695,0.04537634408602148,-9.666666666666666
5418,2015/2016,2015-10-31,PTPS Piła,Legionovia,4,0,1,0.12368228786139232,0.2712874164487067,0.25,-0.0008871725289635729,0.011182294700058243,-9.0,-0.0390215492137449,-0.01975017391041345,0.0938375350140056,3.25
5419,2015/2016,2015-10-31,Developres Rzeszów,MKS Dąbrowa Górnicza,4,0,0,0.012103174603174616,-0.017131242740998864,0.0,0.002579365079365084,-0.020065789473684217,-1.0,-0.03190789473684211,0.004556340907763315,0.023903508771929816,-1.0
5420,2015/2016,2015-10-31,Chemik Police,Volley Wrocław,3,0,1,0.1328828828828829,0.31818181818181823,-1.333333333333333,0.023367117117117114,0.03864406779661017,12.0,-0.010847457627118647,-0.018426879753538072,-0.016787658802177807,4.333333333333334
5421,2015/2016,2015-10-31,Atom Trefl Sopot,Muszynianka Muszyna,3,0,1,0.24523809523809526,0.42959949937421776,0.9999999999999996,-0.04365079365079366,0.033121356650768416,-1.0,0.035771065182829895,-0.03728433684308828,-0.040000000000000036,10.333333333333332
5422,2015/2016,2015-11-04,Muszynianka Muszyna,Pałac Bydgoszcz,4,0,1,0.022938171202168706,0.16183908045977013,-1.0,0.029663225940986346,0.09302325581395349,29.0,0.052013003250812706,-0.03092006033182504,0.01733746130030961,3.0
5423,2015/2016,2015-11-04,Volley Wrocław,Atom Trefl Sopot,4,0,0,-0.11420258228768868,-0.2807219662058371,-1.75,0.03800691034733587,-0.10119047619047619,-12.0,-0.03138528138528138,0.03426851294400965,-0.04503526858383072,-7.5
5424,2015/2016,2015-11-04,MKS Dąbrowa Górnicza,Chemik Police,3,0,0,-0.0911205501618123,-0.36809269162210334,-1.3333333333333335,0.0345873786407767,-0.12014372333258477,-9.0,-0.05209970806198068,0.03557312252964427,-0.011299435028248594,-7.666666666666666
5425,2015/2016,2015-11-04,Legionovia,Developres Rzeszów,5,0,0,-0.015588423068738033,0.06795865633074938,-0.7999999999999998,0.012502660140455424,0.03221288515406162,3.0,0.0274109643857543,-0.027976190476190474,0.02841136454581833,0.5999999999999996
5426,2015/2016,2015-11-04,PTPS Piła,Budowlani Łódź,4,0,1,-0.023741418764302052,0.1356711321250328,-0.5,0.0291762013729977,0.1812110922467459,7.0,0.06270514997170346,-0.046619222930773786,0.08605072463768115,3.0
5429,2015/2016,2015-11-04,BKS Bielsko-Biała,KSZO Ostrowiec,4,0,1,0.0916266096967539,0.2599855803893294,1.25,-0.029849860542401033,0.09502407704654896,-3.0,0.021722846441947566,-0.016838989453638445,0.014150943396226412,6.0
5431,2015/2016,2015-11-07,PTPS Piła,BKS Bielsko-Biała,5,0,1,-0.04545454545454547,0.0033422459893047707,0.7999999999999998,-0.021561771561771567,0.04091494845360824,0.0,-0.009879725085910653,0.007285903529961807,0.03425687285223372,-0.20000000000000018
5433,2015/2016,2015-11-08,Chemik Police,Legionovia,3,0,1,0.18787878787878787,0.24887690925426775,3.0,-0.08008658008658008,-0.04885844748858447,-12.0,-0.028538812785388126,0.004960704531519977,-0.02804597701149425,7.666666666666667
5434,2015/2016,2015-11-08,Atom Trefl Sopot,MKS Dąbrowa Górnicza,4,0,0,-0.06565656565656566,-0.003163503163503112,0.0,0.018518518518518517,0.10164835164835165,-6.0,0.019230769230769218,-0.041534414405513226,0.12231534834992142,-0.5
5435,2015/2016,2015-11-08,Muszynianka Muszyna,Volley Wrocław,5,0,0,0.015878857984121142,-0.030230069555912342,-0.9999999999999998,0.03023292496976708,-0.011255411255411255,11.0,-0.012121212121212116,-0.009335535080970528,-0.030880230880230897,-0.7999999999999998
5430,2015/2016,2015-11-09,Pałac Bydgoszcz,KSZO Ostrowiec,5,0,1,0.005686174290825463,0.15811555981778946,-0.6000000000000001,0.02063634040378226,0.06513735485698102,-5.0,0.02728216746908335,-0.032507066753642094,0.10412536580760878,1.0
5432,2015/2016,2015-11-09,Developres Rzeszów,Budowlani Łódź,3,0,0,-0.3109086035915304,-0.2966386554621848,-2.666666666666666,0.08188153310104529,-0.030677655677655676,-2.0,-0.043956043956043966,0.03924694782361805,0.07571921749136937,-13.333333333333334
5436,2015/2016,2015-11-14,Volley Wrocław,Pałac Bydgoszcz,4,0,1,0.17567567567567566,0.3099250936329587,3.75,-0.10135135135135134,0.06431758732112632,12.0,0.04231420218495152,-0.013373597929249345,-0.08379715522572667,12.5
5437,2015/2016,2015-11-14,MKS Dąbrowa Górnicza,Muszynianka Muszyna,5,0,0,-0.017077458472356755,-0.0035842293906810374,-0.7999999999999998,0.028845118932300073,0.08635703918722787,3.0,0.0466255442670537,-0.024699382515437115,0.0,1.2000000000000002
5441,2015/2016,2015-11-14,BKS Bielsko-Biała,Developres Rzeszów,3,0,1,0.25231910946196656,0.2976626302450014,4.333333333333334,-0.1280148423005566,-0.062280701754385964,0.0,-0.06052631578947369,0.008213005632360465,-0.011052166224579996,9.0
5442,2015/2016,2015-11-14,KSZO Ostrowiec,PTPS Piła,3,0,0,-0.28011611030478956,-0.4279987665741597,-3.666666666666666,0.08684083212385099,-0.07407407407407407,11.0,0.00076103500761035,0.03683119403643421,-0.03589743589743588,-12.0
5438,2015/2016,2015-11-15,Legionovia,Atom Trefl Sopot,3,0,0,-0.27981957901770793,-0.5612597066436582,-0.6666666666666667,0.019879719345138658,-0.12300055157198014,-3.0,-0.07418643132928848,0.0487331081081081,0.02083333333333337,-10.333333333333334
5440,2015/2016,2015-11-16,Budowlani Łódź,Chemik Police,4,0,0,-0.0785465341422486,-0.21316944688323092,0.25,-0.004646960113592363,-0.1038961038961039,3.0,-0.06977065487703785,0.022104851330203443,0.06578947368421056,-6.25
5446,2015/2016,2015-11-18,Atom Trefl Sopot,Budowlani Łódź,5,0,1,-0.021882227361679413,0.07630813953488369,0.0,-0.004981320049813193,0.030327294565108597,4.0,-0.015113602242017826,-0.0010664189822578857,0.04443999599639675,0.0
5485,2015/2016,2015-11-18,BKS Bielsko-Biała,Legionovia,4,0,1,0.10296183206106871,0.20176910172334905,1.0,-0.03413740458015267,-0.05668934240362812,-1.0,-0.025850340136054424,-0.01588096897873824,0.09737827715355804,2.0
5448,2015/2016,2015-11-19,Volley Wrocław,MKS Dąbrowa Górnicza,5,0,1,-0.04181818181818181,0.0716507177033493,0.3999999999999999,0.0014393939393939487,0.0849056603773585,-4.0,0.018867924528301896,-0.004865523410030229,0.047169811320754707,0.40000000000000036
5444,2015/2016,2015-11-21,Developres Rzeszów,KSZO Ostrowiec,5,0,1,0.10168139070960389,0.18057828696126565,1.0,-0.019435736677115983,0.04851752021563341,-11.0,-0.04235656526761648,-0.01236561755119911,0.059061566624915685,2.5999999999999996
5443,2015/2016,2015-11-22,Pałac Bydgoszcz,PTPS Piła,4,0,0,-0.10757575757575759,-0.22487961476725526,-2.0,0.044242424242424236,-0.07462887989203779,2.0,-0.03522267206477732,0.023930153267692697,0.0018939393939393923,-7.75
5445,2015/2016,2015-11-22,Chemik Police,BKS Bielsko-Biała,3,0,1,0.19424031777557102,0.3303673938002296,2.333333333333333,-0.061668321747765646,0.05263157894736842,8.0,0.04710406152367219,-0.023320158102766803,-0.04606060606060605,10.333333333333334
5447,2015/2016,2015-11-23,Muszynianka Muszyna,Legionovia,3,0,1,0.1470095693779904,0.33253301320528206,1.6666666666666665,-0.06184210526315789,0.10526315789473684,15.0,0.045993361782835473,-0.02050221820217943,-0.1080952380952381,10.0
5454,2015/2016,2015-11-27,BKS Bielsko-Biała,Atom Trefl Sopot,3,0,0,-0.25917602996254685,-0.4748134328358209,-1.0,0.018298555377207065,-0.052914316411496104,-12.0,-0.0762825678216492,0.07345718556480889,-0.09632653061224491,-11.333333333333332
5449,2015/2016,2015-11-28,MKS Dąbrowa Górnicza,Pałac Bydgoszcz,4,0,1,0.09899749373433583,0.028490028490028574,0.0,0.010588972431077703,-0.03020298361457569,3.0,0.004646612863780875,0.016770582078004817,-0.07625458996328027,2.25
5452,2015/2016,2015-11-28,Legionovia,Volley Wrocław,3,0,0,-0.21621621621621623,-0.1792114695340501,-0.9999999999999996,0.04820778225033545,0.06040871322703795,-5.0,0.02447788008084438,-0.004879371103280031,0.1498305084745763,-7.000000000000001
5453,2015/2016,2015-11-28,Budowlani Łódź,Muszynianka Muszyna,3,0,1,0.26508951406649617,0.5151799687010954,2.333333333333333,-0.07250639386189259,0.12971764048084988,3.0,0.07548224769359799,-0.05943860953620225,-0.03659574468085108,14.333333333333332
5455,2015/2016,2015-11-28,KSZO Ostrowiec,Chemik Police,3,0,0,-0.4532124252363496,-0.6634920634920636,-3.3333333333333335,0.15570133127532318,-0.08141067897165458,-23.0,-0.0837178642056691,0.032527472527472526,0.22333333333333336,-17.333333333333332
5456,2015/2016,2015-11-29,PTPS Piła,Developres Rzeszów,3,0,1,0.07946407946407946,0.2616161616161615,3.0000000000000004,-0.07322707322707324,0.07936507936507936,6.0,0.02412698412698413,-0.017848909965092537,0.014006791171477073,8.0
5457,2015/2016,2015-12-02,Pałac Bydgoszcz,Developres Rzeszów,4,0,1,0.013003663003662985,-0.0328214393255043,0.25,-0.015934065934065933,-0.03488372093023256,20.0,-0.023255813953488372,0.02229862870470905,-0.07491548343475324,0.25
5458,2015/2016,2015-12-02,Chemik Police,PTPS Piła,3,0,1,0.2077922077922078,0.2754741240758598,0.33333333333333304,-0.02840909090909091,-0.08435472242249459,8.0,-0.025234318673395817,-0.002015797268389019,-0.08727272727272728,6.333333333333334
5459,2015/2016,2015-12-02,Atom Trefl Sopot,KSZO Ostrowiec,3,0,1,0.3035616438356164,0.4120553359683795,3.3333333333333335,-0.0926027397260274,0.09936406995230525,14.0,0.029676735559088507,-0.025321275583055677,-0.06,13.333333333333334
